,beta0,beta1,value
110,0.01,0.09,-0.08537112164306597
111,0.01,0.1,-0.09579444709221256
112,0.01,0.11,-0.10328496066793914
113,0.01,0.12,-0.11035664855492155
114,0.01,0.13,-0.11692859536060524
115,0.01,0.14,-0.12310680230786718
116,0.01,0.15,-0.12909417820987193
117,0.01,0.16,-0.1341259138030187
118,0.01,0.17,-0.13833462298467145
119,0.01,0.18,-0.14348155673630295
120,0.01,0.19,-0.14765720306114818
121,0.01,0.2,-0.15142463636353873
122,0.01,0.21,-0.15415178716477718
123,0.01,0.22,-0.15645561155334348
124,0.01,0.23,-0.15814688088674644
125,0.01,0.24,-0.1590078366471305
126,0.01,0.25,-0.15930466281169553
127,0.01,0.26,-0.15902153133413294
128,0.01,0.27,-0.15782389057587815
129,0.01,0.28,-0.15634196835057745
130,0.01,0.29,-0.15452074144140457
131,0.01,0.3,-0.15178076989571823
132,0.01,0.31,-0.1488023294382132
133,0.01,0.32,-0.14440523270139718
134,0.01,0.33,-0.1400403412729781
135,0.01,0.34,-0.13503363212695707
136,0.01,0.35000000000000003,-0.12976248761345124
137,0.01,0.36,-0.12368596960138394
138,0.01,0.37,-0.11601937786740213
139,0.01,0.38,-0.1098566685672479
140,0.01,0.39,-0.10107246067809353
141,0.01,0.4,-0.09167258637292323
142,0.01,0.41000000000000003,-0.08274258566928272
143,0.01,0.42,-0.07309407490817509
144,0.01,0.43,-0.06329417806715672
145,0.01,0.44,-0.05485120914908729
146,0.01,0.45,-0.04582394950850191
147,0.01,0.46,-0.03698592918433121
148,0.01,0.47000000000000003,-0.028114373806372397
149,0.01,0.48,-0.01892881201413801
150,0.01,0.49,-0.009374243420112132
151,0.01,0.5,0.0009195193707974894
152,0.01,0.51,0.012313237965589724
153,0.01,0.52,0.021172091471428352
154,0.01,0.53,0.03143989087595647
155,0.01,0.54,0.042275300202468585
156,0.01,0.55,0.05226249882286963
157,0.01,0.56,0.06271561219998283
158,0.01,0.5700000000000001,0.07152204112686927
159,0.01,0.58,0.0801713661721446
160,0.01,0.59,0.08981089056603336
161,0.01,0.6,0.09916591815794376
162,0.01,0.61,0.10540576848176177
163,0.01,0.62,0.1128415492543983
164,0.01,0.63,0.1201353155813068
165,0.01,0.64,0.1266150386446571
166,0.01,0.65,0.13237289821695486
167,0.01,0.66,0.1384287727892602
168,0.01,0.67,0.14305328083176838
169,0.01,0.68,0.14727040765705543
170,0.01,0.6900000000000001,0.15170049426038204
171,0.01,0.7000000000000001,0.15490258463030745
172,0.01,0.71,0.15750245957432313
173,0.01,0.72,0.15982442178094042
174,0.01,0.73,0.16138850120183948
175,0.01,0.74,0.16235290070087882
176,0.01,0.75,0.1626332207412703
177,0.01,0.76,0.16231584019058531
178,0.01,0.77,0.1613350229744315
179,0.01,0.78,0.15984765802182024
180,0.01,0.79,0.15783581673243208
181,0.01,0.8,0.15483463541527975
182,0.01,0.81,0.151519156164661
183,0.01,0.8200000000000001,0.14730519129738004
184,0.01,0.8300000000000001,0.14227646156837104
185,0.01,0.84,0.1374167280928541
186,0.01,0.85,0.1310111358915938
187,0.01,0.86,0.12416399081540533
188,0.01,0.87,0.11812412250393149
189,0.01,0.88,0.11166059618668085
190,0.01,0.89,0.10521436512593955
191,0.01,0.9,0.09677393968100063
192,0.01,0.91,0.08949479594516528
193,0.01,0.92,0.08157950997232062
194,0.01,0.93,0.0741905722963219
195,0.01,0.9400000000000001,0.06592426265903495
196,0.01,0.9500000000000001,0.05755283330088157
197,0.01,0.96,0.04785896136602765
198,0.01,0.97,0.03674022528585493
199,0.01,0.98,0.02676556980195228
200,0.01,0.99,0.016911081708875713
201,0.01,1.0,0.00721757827099922
202,0.02,0.0,-0.009855682476520113
203,0.02,0.01,-0.009855682476520113
204,0.02,0.02,-0.009855682476520113
205,0.02,0.03,-0.01953325712648397
206,0.02,0.04,-0.02889136192741582
207,0.02,0.05,-0.040505552566040035
208,0.02,0.06,-0.048882662950845
209,0.02,0.07,-0.05622589888907755
210,0.02,0.08,-0.06691476131211344
211,0.02,0.09,-0.07551837280846672
212,0.02,0.1,-0.08594169825761332
213,0.02,0.11,-0.0934322118333399
214,0.02,0.12,-0.1005038997203223
215,0.02,0.13,-0.10707584652600602
216,0.02,0.14,-0.11325405347326792
217,0.02,0.15,-0.1192414293752727
218,0.02,0.16,-0.12427316496841943
219,0.02,0.17,-0.12848187415007215
220,0.02,0.18,-0.1336288079017037
221,0.02,0.19,-0.13780445422654897
222,0.02,0.2,-0.14157188752893946
223,0.02,0.21,-0.14429903833017793
224,0.02,0.22,-0.1466028627187442
225,0.02,0.23,-0.1482941320521472
226,0.02,0.24,-0.14915508781253123
227,0.02,0.25,-0.14945191397709628
228,0.02,0.26,-0.1491687824995337
229,0.02,0.27,-0.14797114174127893
230,0.02,0.28,-0.1464892195159782
231,0.02,0.29,-0.14466799260680532
232,0.02,0.3,-0.14192802106111893
233,0.02,0.31,-0.13894958060361398
234,0.02,0.32,-0.13455248386679788
235,0.02,0.33,-0.1301875924383788
236,0.02,0.34,-0.12518088329235783
237,0.02,0.35000000000000003,-0.11990973877885198
238,0.02,0.36,-0.11383322076678466
239,0.02,0.37,-0.1061666290328029
240,0.02,0.38,-0.10000391973264863
241,0.02,0.39,-0.09121971184349428
242,0.02,0.4,-0.08181983753832398
243,0.02,0.41000000000000003,-0.07288983683468346
244,0.02,0.42,-0.06324132607357583
245,0.02,0.43,-0.05344142923255746
246,0.02,0.44,-0.04499846031448804
247,0.02,0.45,-0.03597120067390266
248,0.02,0.46,-0.027133180349731965
249,0.02,0.47000000000000003,-0.018261624971773145
250,0.02,0.48,-0.009076063179538756
251,0.02,0.49,0.000478505414487122
252,0.02,0.5,0.010772268205396741
253,0.02,0.51,0.022165986800188976
254,0.02,0.52,0.0310248403060276
255,0.02,0.53,0.041292639710555724
256,0.02,0.54,0.05212804903706783
257,0.02,0.55,0.062115247657468876
258,0.02,0.56,0.07256836103458209
259,0.02,0.5700000000000001,0.08137478996146852
260,0.02,0.58,0.09002411500674386
261,0.02,0.59,0.09966363940063262
262,0.02,0.6,0.10901866699254299
263,0.02,0.61,0.11525851731636101
264,0.02,0.62,0.12269429808899754
265,0.02,0.63,0.12998806441590605
266,0.02,0.64,0.13646778747925636
267,0.02,0.65,0.1422256470515541
268,0.02,0.66,0.1482815216238594
269,0.02,0.67,0.15290602966636765
270,0.02,0.68,0.1571231564916547
271,0.02,0.6900000000000001,0.1615532430949813
272,0.02,0.7000000000000001,0.1647553334649067
273,0.02,0.71,0.16735520840892235
274,0.02,0.72,0.16967717061553964
275,0.02,0.73,0.17124125003643872
276,0.02,0.74,0.17220564953547804
277,0.02,0.75,0.1724859695758695
278,0.02,0.76,0.1721685890251846
279,0.02,0.77,0.17118777180903075
280,0.02,0.78,0.1697004068564195
281,0.02,0.79,0.16768856556703135
282,0.02,0.8,0.164687384249879
283,0.02,0.81,0.16137190499926027
284,0.02,0.8200000000000001,0.15715794013197934
285,0.02,0.8300000000000001,0.15212921040297034
286,0.02,0.84,0.14726947692745337
287,0.02,0.85,0.14086388472619307
288,0.02,0.86,0.1340167396500046
289,0.02,0.87,0.12797687133853072
290,0.02,0.88,0.12151334502128008
291,0.02,0.89,0.11506711396053881
292,0.02,0.9,0.10662668851559991
293,0.02,0.91,0.09934754477976454
294,0.02,0.92,0.09143225880691987
295,0.02,0.93,0.08404332113092114
296,0.02,0.9400000000000001,0.07577701149363421
297,0.02,0.9500000000000001,0.06740558213548083
298,0.02,0.96,0.05771171020062691
299,0.02,0.97,0.04659297412045418
300,0.02,0.98,0.03661831863655153
301,0.02,0.99,0.026763830543474965
302,0.02,1.0,0.01707032710559847
303,0.03,0.0,-0.009855682476520113
304,0.03,0.01,-0.009855682476520113
305,0.03,0.02,-0.009855682476520113
306,0.03,0.03,-0.009855682476520113
307,0.03,0.04,-0.019213787277451964
308,0.03,0.05,-0.03082797791607618
309,0.03,0.06,-0.03920508830088114
310,0.03,0.07,-0.046548324239113696
311,0.03,0.08,-0.057237186662149574
312,0.03,0.09,-0.06584079815850287
313,0.03,0.1,-0.07626412360764946
314,0.03,0.11,-0.08375463718337604
315,0.03,0.12,-0.09082632507035844
316,0.03,0.13,-0.09739827187604215
317,0.03,0.14,-0.10357647882330406
318,0.03,0.15,-0.10956385472530886
319,0.03,0.16,-0.11459559031845558
320,0.03,0.17,-0.1188042995001083
321,0.03,0.18,-0.12395123325173986
322,0.03,0.19,-0.12812687957658508
323,0.03,0.2,-0.13189431287897563
324,0.03,0.21,-0.13462146368021405
325,0.03,0.22,-0.13692528806878035
326,0.03,0.23,-0.13861655740218334
327,0.03,0.24,-0.13947751316256737
328,0.03,0.25,-0.13977433932713243
329,0.03,0.26,-0.13949120784956986
330,0.03,0.27,-0.13829356709131504
331,0.03,0.28,-0.13681164486601438
332,0.03,0.29,-0.13499041795684144
333,0.03,0.3,-0.13225044641115513
334,0.03,0.31,-0.12927200595365013
335,0.03,0.32,-0.12487490921683402
336,0.03,0.33,-0.12051001778841496
337,0.03,0.34,-0.11550330864239394
338,0.03,0.35000000000000003,-0.11023216412888812
339,0.03,0.36,-0.10415564611682082
340,0.03,0.37,-0.09648905438283904
341,0.03,0.38,-0.09032634508268478
342,0.03,0.39,-0.08154213719353043
343,0.03,0.4,-0.0721422628883601
344,0.03,0.41000000000000003,-0.06321226218471962
345,0.03,0.42,-0.053563751423611985
346,0.03,0.43,-0.0437638545825936
347,0.03,0.44,-0.035320885664524175
348,0.03,0.45,-0.026293626023938806
349,0.03,0.46,-0.017455605699768107
350,0.03,0.47000000000000003,-0.008584050321809287
351,0.03,0.48,0.0006015114704251012
352,0.03,0.49,0.01015608006445098
353,0.03,0.5,0.020449842855360598
354,0.03,0.51,0.03184356145015283
355,0.03,0.52,0.04070241495599146
356,0.03,0.53,0.050970214360519586
357,0.03,0.54,0.061805623687031686
358,0.03,0.55,0.07179282230743274
359,0.03,0.56,0.08224593568454593
360,0.03,0.5700000000000001,0.09105236461143237
361,0.03,0.58,0.09970168965670773
362,0.03,0.59,0.10934121405059648
363,0.03,0.6,0.11869624164250686
364,0.03,0.61,0.12493609196632488
365,0.03,0.62,0.1323718727389614
366,0.03,0.63,0.1396656390658699
367,0.03,0.64,0.14614536212922022
368,0.03,0.65,0.15190322170151796
369,0.03,0.66,0.15795909627382326
370,0.03,0.67,0.1625836043163315
371,0.03,0.68,0.16680073114161856
372,0.03,0.6900000000000001,0.1712308177449451
373,0.03,0.7000000000000001,0.17443290811487058
374,0.03,0.71,0.1770327830588862
375,0.03,0.72,0.17935474526550352
376,0.03,0.73,0.18091882468640255
377,0.03,0.74,0.1818832241854419
378,0.03,0.75,0.1821635442258334
379,0.03,0.76,0.18184616367514844
380,0.03,0.77,0.18086534645899463
381,0.03,0.78,0.17937798150638332
382,0.03,0.79,0.17736614021699518
383,0.03,0.8,0.17436495889984288
384,0.03,0.81,0.17104947964922412
385,0.03,0.8200000000000001,0.16683551478194314
386,0.03,0.8300000000000001,0.16180678505293414
387,0.03,0.84,0.15694705157741723
388,0.03,0.85,0.15054145937615693
389,0.03,0.86,0.14369431429996843
390,0.03,0.87,0.13765444598849463
391,0.03,0.88,0.13119091967124397
392,0.03,0.89,0.12474468861050265
393,0.03,0.9,0.11630426316556378
394,0.03,0.91,0.1090251194297284
395,0.03,0.92,0.10110983345688374
396,0.03,0.93,0.09372089578088501
397,0.03,0.9400000000000001,0.08545458614359805
398,0.03,0.9500000000000001,0.07708315678544468
399,0.03,0.96,0.06738928485059076
400,0.03,0.97,0.05627054877041803
401,0.03,0.98,0.046295893286515385
402,0.03,0.99,0.036441405193438824
403,0.03,1.0,0.026747901755562326
404,0.04,0.0,-0.009855682476520113
405,0.04,0.01,-0.009855682476520113
406,0.04,0.02,-0.009855682476520113
407,0.04,0.03,-0.009855682476520113
408,0.04,0.04,-0.009855682476520113
409,0.04,0.05,-0.02146987311514433
410,0.04,0.06,-0.029846983499949277
411,0.04,0.07,-0.03719021943818185
412,0.04,0.08,-0.047879081861217726
413,0.04,0.09,-0.056482693357570994
414,0.04,0.1,-0.0669060188067176
415,0.04,0.11,-0.07439653238244419
416,0.04,0.12,-0.08146822026942659
417,0.04,0.13,-0.08804016707511028
418,0.04,0.14,-0.09421837402237222
419,0.04,0.15,-0.10020574992437699
420,0.04,0.16,-0.10523748551752374
421,0.04,0.17,-0.10944619469917645
422,0.04,0.18,-0.11459312845080799
423,0.04,0.19,-0.11876877477565324
424,0.04,0.2,-0.12253620807804375
425,0.04,0.21,-0.12526335887928222
426,0.04,0.22,-0.12756718326784852
427,0.04,0.23,-0.1292584526012515
428,0.04,0.24,-0.13011940836163552
429,0.04,0.25,-0.13041623452620058
430,0.04,0.26,-0.13013310304863798
431,0.04,0.27,-0.1289354622903832
432,0.04,0.28,-0.1274535400650825
433,0.04,0.29,-0.12563231315590961
434,0.04,0.3,-0.12289234161022328
435,0.04,0.31,-0.11991390115271824
436,0.04,0.32,-0.11551680441590217
437,0.04,0.33,-0.11115191298748314
438,0.04,0.34,-0.1061452038414621
439,0.04,0.35000000000000003,-0.10087405932795628
440,0.04,0.36,-0.09479754131588898
441,0.04,0.37,-0.0871309495819072
442,0.04,0.38,-0.08096824028175292
443,0.04,0.39,-0.07218403239259857
444,0.04,0.4,-0.06278415808742825
445,0.04,0.41000000000000003,-0.053854157383787765
446,0.04,0.42,-0.044205646622680124
447,0.04,0.43,-0.03440574978166175
448,0.04,0.44,-0.02596278086359233
449,0.04,0.45,-0.016935521223006948
450,0.04,0.46,-0.008097500898836256
451,0.04,0.47000000000000003,0.0007740544791225637
452,0.04,0.48,0.009959616271356952
453,0.04,0.49,0.019514184865382832
454,0.04,0.5,0.029807947656292445
455,0.04,0.51,0.04120166625108468
456,0.04,0.52,0.050060519756923307
457,0.04,0.53,0.06032831916145144
458,0.04,0.54,0.07116372848796353
459,0.04,0.55,0.08115092710836459
460,0.04,0.56,0.09160404048547778
461,0.04,0.5700000000000001,0.10041046941236421
462,0.04,0.58,0.10905979445763958
463,0.04,0.59,0.11869931885152832
464,0.04,0.6,0.12805434644343872
465,0.04,0.61,0.1342941967672567
466,0.04,0.62,0.14172997753989328
467,0.04,0.63,0.14902374386680176
468,0.04,0.64,0.15550346693015207
469,0.04,0.65,0.16126132650244981
470,0.04,0.66,0.16731720107475515
471,0.04,0.67,0.17194170911726334
472,0.04,0.68,0.1761588359425504
473,0.04,0.6900000000000001,0.180588922545877
474,0.04,0.7000000000000001,0.1837910129158024
475,0.04,0.71,0.18639088785981808
476,0.04,0.72,0.18871285006643537
477,0.04,0.73,0.19027692948733443
478,0.04,0.74,0.19124132898637378
479,0.04,0.75,0.19152164902676524
480,0.04,0.76,0.1912042684760803
481,0.04,0.77,0.19022345125992646
482,0.04,0.78,0.1887360863073152
483,0.04,0.79,0.18672424501792706
484,0.04,0.8,0.18372306370077474
485,0.04,0.81,0.18040758445015598
486,0.04,0.8200000000000001,0.176193619582875
487,0.04,0.8300000000000001,0.17116488985386602
488,0.04,0.84,0.16630515637834908
489,0.04,0.85,0.15989956417708878
490,0.04,0.86,0.15305241910090028
491,0.04,0.87,0.14701255078942646
492,0.04,0.88,0.14054902447217582
493,0.04,0.89,0.1341027934114345
494,0.04,0.9,0.12566236796649563
495,0.04,0.91,0.11838322423066025
496,0.04,0.92,0.11046793825781558
497,0.04,0.93,0.10307900058181685
498,0.04,0.9400000000000001,0.09481269094452992
499,0.04,0.9500000000000001,0.08644126158637654
500,0.04,0.96,0.07674738965152263
501,0.04,0.97,0.06562865357134988
502,0.04,0.98,0.05565399808744723
503,0.04,0.99,0.04579950999437067
504,0.04,1.0,0.03610600655649418
505,0.05,0.0,-0.009855682476520113
506,0.05,0.01,-0.009855682476520113
507,0.05,0.02,-0.009855682476520113
508,0.05,0.03,-0.009855682476520113
509,0.05,0.04,-0.009855682476520113
510,0.05,0.05,-0.009855682476520113
511,0.05,0.06,-0.018232792861325068
512,0.05,0.07,-0.02557602879955763
513,0.05,0.08,-0.036264891222593514
514,0.05,0.09,-0.04486850271894679
515,0.05,0.1,-0.05529182816809338
516,0.05,0.11,-0.06278234174381998
517,0.05,0.12,-0.06985402963080237
518,0.05,0.13,-0.07642597643648606
519,0.05,0.14,-0.08260418338374799
520,0.05,0.15,-0.08859155928575276
521,0.05,0.16,-0.09362329487889952
522,0.05,0.17,-0.09783200406055223
523,0.05,0.18,-0.10297893781218377
524,0.05,0.19,-0.107154584137029
525,0.05,0.2,-0.11092201743941953
526,0.05,0.21,-0.11364916824065799
527,0.05,0.22,-0.11595299262922429
528,0.05,0.23,-0.11764426196262727
529,0.05,0.24,-0.11850521772301131
530,0.05,0.25,-0.11880204388757634
531,0.05,0.26,-0.11851891241001376
532,0.05,0.27,-0.11732127165175898
533,0.05,0.28,-0.11583934942645828
534,0.05,0.29,-0.11401812251728538
535,0.05,0.3,-0.11127815097159906
536,0.05,0.31,-0.10829971051409402
537,0.05,0.32,-0.10390261377727797
538,0.05,0.33,-0.09953772234885891
539,0.05,0.34,-0.09453101320283788
540,0.05,0.35000000000000003,-0.08925986868933206
541,0.05,0.36,-0.08318335067726475
542,0.05,0.37,-0.07551675894328298
543,0.05,0.38,-0.06935404964312872
544,0.05,0.39,-0.060569841753974354
545,0.05,0.4,-0.051169967448804046
546,0.05,0.41000000000000003,-0.042239966745163546
547,0.05,0.42,-0.03259145598405591
548,0.05,0.43,-0.022791559143037533
549,0.05,0.44,-0.014348590224968115
550,0.05,0.45,-0.005321330584382733
551,0.05,0.46,0.003516689739787962
552,0.05,0.47000000000000003,0.01238824511774678
553,0.05,0.48,0.021573806909981168
554,0.05,0.49,0.031128375504007044
555,0.05,0.5,0.04142213829491667
556,0.05,0.51,0.052815856889708905
557,0.05,0.52,0.061674710395547526
558,0.05,0.53,0.07194250980007565
559,0.05,0.54,0.08277791912658777
560,0.05,0.55,0.09276511774698878
561,0.05,0.56,0.10321823112410203
562,0.05,0.5700000000000001,0.11202466005098845
563,0.05,0.58,0.12067398509626377
564,0.05,0.59,0.13031350949015255
565,0.05,0.6,0.13966853708206292
566,0.05,0.61,0.14590838740588097
567,0.05,0.62,0.15334416817851745
568,0.05,0.63,0.160637934505426
569,0.05,0.64,0.16711765756877628
570,0.05,0.65,0.17287551714107402
571,0.05,0.66,0.17893139171337938
572,0.05,0.67,0.18355589975588754
573,0.05,0.68,0.1877730265811746
574,0.05,0.6900000000000001,0.1922031131845012
575,0.05,0.7000000000000001,0.19540520355442664
576,0.05,0.71,0.19800507849844226
577,0.05,0.72,0.2003270407050596
578,0.05,0.73,0.20189112012595864
579,0.05,0.74,0.20285551962499798
580,0.05,0.75,0.20313583966538945
581,0.05,0.76,0.2028184591147045
582,0.05,0.77,0.2018376418985507
583,0.05,0.78,0.2003502769459394
584,0.05,0.79,0.1983384356565513
585,0.05,0.8,0.19533725433939894
586,0.05,0.81,0.1920217750887802
587,0.05,0.8200000000000001,0.18780781022149923
588,0.05,0.8300000000000001,0.18277908049249023
589,0.05,0.84,0.1779193470169733
590,0.05,0.85,0.171513754815713
591,0.05,0.86,0.16466660973952452
592,0.05,0.87,0.15862674142805067
593,0.05,0.88,0.1521632151108
594,0.05,0.89,0.1457169840500587
595,0.05,0.9,0.13727655860511984
596,0.05,0.91,0.12999741486928446
597,0.05,0.92,0.12208212889643981
598,0.05,0.93,0.11469319122044108
599,0.05,0.9400000000000001,0.10642688158315411
600,0.05,0.9500000000000001,0.09805545222500076
601,0.05,0.96,0.08836158029014685
602,0.05,0.97,0.0772428442099741
603,0.05,0.98,0.06726818872607146
604,0.05,0.99,0.05741370063299489
605,0.05,1.0,0.0477201971951184
606,0.06,0.0,-0.009855682476520113
607,0.06,0.01,-0.009855682476520113
608,0.06,0.02,-0.009855682476520113
609,0.06,0.03,-0.009855682476520113
610,0.06,0.04,-0.009855682476520113
611,0.06,0.05,-0.009855682476520113
612,0.06,0.06,-0.009855682476520113
613,0.06,0.07,-0.017198918414752674
614,0.06,0.08,-0.027887780837788558
615,0.06,0.09,-0.03649139233414184
616,0.06,0.1,-0.04691471778328843
617,0.06,0.11,-0.054405231359015024
618,0.06,0.12,-0.06147691924599742
619,0.06,0.13,-0.06804886605168113
620,0.06,0.14,-0.07422707299894304
621,0.06,0.15,-0.08021444890094782
622,0.06,0.16,-0.08524618449409456
623,0.06,0.17,-0.08945489367574729
624,0.06,0.18,-0.09460182742737881
625,0.06,0.19,-0.09877747375222405
626,0.06,0.2,-0.10254490705461458
627,0.06,0.21,-0.10527205785585304
628,0.06,0.22,-0.10757588224441933
629,0.06,0.23,-0.10926715157782232
630,0.06,0.24,-0.11012810733820635
631,0.06,0.25,-0.11042493350277138
632,0.06,0.26,-0.11014180202520882
633,0.06,0.27,-0.10894416126695405
634,0.06,0.28,-0.10746223904165336
635,0.06,0.29,-0.10564101213248045
636,0.06,0.3,-0.1029010405867941
637,0.06,0.31,-0.0999226001292891
638,0.06,0.32,-0.09552550339247302
639,0.06,0.33,-0.09116061196405395
640,0.06,0.34,-0.08615390281803292
641,0.06,0.35000000000000003,-0.08088275830452711
642,0.06,0.36,-0.0748062402924598
643,0.06,0.37,-0.06713964855847802
644,0.06,0.38,-0.06097693925832376
645,0.06,0.39,-0.0521927313691694
646,0.06,0.4,-0.042792857063999094
647,0.06,0.41000000000000003,-0.0338628563603586
648,0.06,0.42,-0.024214345599250956
649,0.06,0.43,-0.014414448758232577
650,0.06,0.44,-0.005971479840163161
651,0.06,0.45,0.0030557798004222205
652,0.06,0.46,0.011893800124592914
653,0.06,0.47000000000000003,0.020765355502551732
654,0.06,0.48,0.02995091729478612
655,0.06,0.49,0.039505485888812
656,0.06,0.5,0.049799248679721624
657,0.06,0.51,0.06119296727451385
658,0.06,0.52,0.07005182078035248
659,0.06,0.53,0.08031962018488062
660,0.06,0.54,0.0911550295113927
661,0.06,0.55,0.10114222813179376
662,0.06,0.56,0.11159534150890695
663,0.06,0.5700000000000001,0.12040177043579338
664,0.06,0.58,0.12905109548106874
665,0.06,0.59,0.1386906198749575
666,0.06,0.6,0.14804564746686788
667,0.06,0.61,0.1542854977906859
668,0.06,0.62,0.1617212785633224
669,0.06,0.63,0.16901504489023095
670,0.06,0.64,0.17549476795358124
671,0.06,0.65,0.18125262752587898
672,0.06,0.66,0.1873085020981843
673,0.06,0.67,0.19193301014069253
674,0.06,0.68,0.19615013696597958
675,0.06,0.6900000000000001,0.20058022356930616
676,0.06,0.7000000000000001,0.2037823139392316
677,0.06,0.71,0.20638218888324722
678,0.06,0.72,0.20870415108986454
679,0.06,0.73,0.21026823051076363
680,0.06,0.74,0.21123263000980297
681,0.06,0.75,0.2115129500501944
682,0.06,0.76,0.21119556949950946
683,0.06,0.77,0.21021475228335568
684,0.06,0.78,0.2087273873307444
685,0.06,0.79,0.20671554604135622
686,0.06,0.8,0.20371436472420393
687,0.06,0.81,0.20039888547358514
688,0.06,0.8200000000000001,0.1961849206063042
689,0.06,0.8300000000000001,0.19115619087729518
690,0.06,0.84,0.18629645740177828
691,0.06,0.85,0.17989086520051795
692,0.06,0.86,0.17304372012432945
693,0.06,0.87,0.16700385181285565
694,0.06,0.88,0.16054032549560499
695,0.06,0.89,0.15409409443486366
696,0.06,0.9,0.1456536689899248
697,0.06,0.91,0.13837452525408941
698,0.06,0.92,0.13045923928124475
