,theta1,theta2,gp_mean,gp_sd
5786,0.5700000000000001,29.0,[[-0.43103317]],[0.01385728]
5787,0.5700000000000001,30.0,[[-0.43158735]],[0.01428249]
5788,0.5700000000000001,31.0,[[-0.43188657]],[0.01466105]
5789,0.5700000000000001,32.0,[[-0.43213786]],[0.0149644]
5790,0.5700000000000001,33.0,[[-0.43247195]],[0.01511091]
5791,0.5700000000000001,34.0,[[-0.43293985]],[0.01500765]
5792,0.5700000000000001,35.0,[[-0.43352548]],[0.01460307]
5793,0.5700000000000001,36.0,[[-0.43416909]],[0.01391592]
5794,0.5700000000000001,37.0,[[-0.43479455]],[0.01304953]
5795,0.5700000000000001,38.0,[[-0.43533525]],[0.01220269]
5796,0.5700000000000001,39.0,[[-0.43575649]],[0.01165132]
5797,0.5700000000000001,40.0,[[-0.4360327]],[0.01152393]
5798,0.5700000000000001,41.0,[[-0.43606345]],[0.01149598]
5799,0.5700000000000001,42.0,[[-0.43578191]],[0.01128429]
5800,0.5700000000000001,43.0,[[-0.43520583]],[0.01088645]
5801,0.5700000000000001,44.0,[[-0.43447519]],[0.01057823]
5802,0.5700000000000001,45.0,[[-0.43385539]],[0.01068749]
5803,0.5700000000000001,46.0,[[-0.43335109]],[0.01105367]
5804,0.5700000000000001,47.0,[[-0.43275592]],[0.01129298]
5805,0.5700000000000001,48.0,[[-0.43197187]],[0.01124361]
5806,0.5700000000000001,49.0,[[-0.43097917]],[0.01103765]
5807,0.5700000000000001,50.0,[[-0.42983544]],[0.01099774]
5808,0.5700000000000001,51.0,[[-0.42857703]],[0.01122117]
5809,0.5700000000000001,52.0,[[-0.42727156]],[0.01147239]
5810,0.5700000000000001,53.0,[[-0.42616126]],[0.01158061]
5811,0.5700000000000001,54.0,[[-0.42555546]],[0.01160647]
5812,0.5700000000000001,55.0,[[-0.42574987]],[0.01183314]
5813,0.5700000000000001,56.0,[[-0.42688107]],[0.01240405]
5814,0.5700000000000001,57.0,[[-0.42882561]],[0.01303941]
5815,0.5700000000000001,58.0,[[-0.43135524]],[0.01346631]
5816,0.5700000000000001,59.0,[[-0.43416151]],[0.01355191]
5817,0.5700000000000001,60.0,[[-0.43685937]],[0.01330337]
5818,0.5700000000000001,61.0,[[-0.43900796]],[0.01284759]
5819,0.5700000000000001,62.0,[[-0.44016421]],[0.01238871]
5820,0.5700000000000001,63.0,[[-0.43998086]],[0.01211482]
5821,0.5700000000000001,64.0,[[-0.4383241]],[0.0120816]
5822,0.5700000000000001,65.0,[[-0.43533561]],[0.01219172]
5823,0.5700000000000001,66.0,[[-0.43138731]],[0.01231137]
5824,0.5700000000000001,67.0,[[-0.42696853]],[0.01239413]
5825,0.5700000000000001,68.0,[[-0.42257472]],[0.01247241]
5826,0.5700000000000001,69.0,[[-0.41862704]],[0.01252216]
5827,0.5700000000000001,70.0,[[-0.41544921]],[0.01243751]
5828,0.5700000000000001,71.0,[[-0.41329149]],[0.01217988]
5829,0.5700000000000001,72.0,[[-0.41235617]],[0.01189462]
5830,0.5700000000000001,73.0,[[-0.41280021]],[0.01189611]
5831,0.5700000000000001,74.0,[[-0.414592]],[0.01234744]
5832,0.5700000000000001,75.0,[[-0.41740542]],[0.01300514]
5833,0.5700000000000001,76.0,[[-0.42085553]],[0.01355993]
5834,0.5700000000000001,77.0,[[-0.42458334]],[0.01381888]
5835,0.5700000000000001,78.0,[[-0.42825387]],[0.01372372]
5836,0.5700000000000001,79.0,[[-0.43155144]],[0.01333994]
5837,0.5700000000000001,80.0,[[-0.43418752]],[0.01283199]
5838,0.5700000000000001,81.0,[[-0.43592757]],[0.01240175]
5839,0.5700000000000001,82.0,[[-0.43663294]],[0.01217925]
5840,0.5700000000000001,83.0,[[-0.43629092]],[0.0121314]
5841,0.5700000000000001,84.0,[[-0.4350015]],[0.01209602]
5842,0.5700000000000001,85.0,[[-0.43293218]],[0.01192233]
5843,0.5700000000000001,86.0,[[-0.43029057]],[0.01159577]
5844,0.5700000000000001,87.0,[[-0.42735468]],[0.01127959]
5845,0.5700000000000001,88.0,[[-0.42454257]],[0.01123075]
5846,0.5700000000000001,89.0,[[-0.4222592]],[0.01152629]
5847,0.5700000000000001,90.0,[[-0.42058747]],[0.01190374]
5848,0.5700000000000001,91.0,[[-0.4194775]],[0.0121104]
5849,0.5700000000000001,92.0,[[-0.41886581]],[0.01210307]
5850,0.5700000000000001,93.0,[[-0.41867943]],[0.01201573]
5851,0.5700000000000001,94.0,[[-0.41883856]],[0.01198847]
5852,0.5700000000000001,95.0,[[-0.4192644]],[0.01200764]
5853,0.5700000000000001,96.0,[[-0.41989426]],[0.01208377]
5854,0.5700000000000001,97.0,[[-0.42069175]],[0.01249554]
5855,0.5700000000000001,98.0,[[-0.42159493]],[0.0136982]
5856,0.5700000000000001,99.0,[[-0.42242534]],[0.01591195]
5857,0.5700000000000001,100.0,[[-0.42299645]],[0.01902884]
5858,0.58,0.0,[[-0.2391871]],[0.01469315]
5859,0.58,1.0,[[-0.26643977]],[0.01270942]
5860,0.58,2.0,[[-0.29498517]],[0.01185945]
5861,0.58,3.0,[[-0.32440966]],[0.01197969]
5862,0.58,4.0,[[-0.35344992]],[0.0124478]
5863,0.58,5.0,[[-0.3805715]],[0.01278039]
5864,0.58,6.0,[[-0.40437537]],[0.01283363]
5865,0.58,7.0,[[-0.42377616]],[0.01268169]
5866,0.58,8.0,[[-0.43817962]],[0.01248207]
5867,0.58,9.0,[[-0.4475516]],[0.01235579]
5868,0.58,10.0,[[-0.45231428]],[0.01230669]
5869,0.58,11.0,[[-0.45315851]],[0.01223149]
5870,0.58,12.0,[[-0.45088335]],[0.01201237]
5871,0.58,13.0,[[-0.44629808]],[0.01160943]
5872,0.58,14.0,[[-0.44022041]],[0.011106]
5873,0.58,15.0,[[-0.43358556]],[0.01071433]
5874,0.58,16.0,[[-0.42753407]],[0.01075847]
5875,0.58,17.0,[[-0.42291391]],[0.01138798]
5876,0.58,18.0,[[-0.41957502]],[0.01225054]
5877,0.58,19.0,[[-0.41726345]],[0.01296902]
5878,0.58,20.0,[[-0.41575455]],[0.0133473]
5879,0.58,21.0,[[-0.41488868]],[0.01336073]
5880,0.58,22.0,[[-0.41463942]],[0.01311321]
5881,0.58,23.0,[[-0.41516628]],[0.01278739]
5882,0.58,24.0,[[-0.41670355]],[0.01257146]
5883,0.58,25.0,[[-0.41919214]],[0.01257185]
5884,0.58,26.0,[[-0.42208326]],[0.01279304]
5885,0.58,27.0,[[-0.424687]],[0.01318733]
5886,0.58,28.0,[[-0.42661015]],[0.01367263]
5887,0.58,29.0,[[-0.42784066]],[0.01415848]
5888,0.58,30.0,[[-0.42857151]],[0.01459497]
5889,0.58,31.0,[[-0.42903695]],[0.01496643]
5890,0.58,32.0,[[-0.42943295]],[0.01523914]
5891,0.58,33.0,[[-0.42988692]],[0.01533882]
5892,0.58,34.0,[[-0.43045182]],[0.01518236]
5893,0.58,35.0,[[-0.43111596]],[0.01472314]
5894,0.58,36.0,[[-0.43182315]],[0.01398076]
5895,0.58,37.0,[[-0.43249707]],[0.01305959]
5896,0.58,38.0,[[-0.43306623]],[0.01216399]
5897,0.58,39.0,[[-0.43348893]],[0.01158312]
5898,0.58,40.0,[[-0.43373798]],[0.01146753]
5899,0.58,41.0,[[-0.43370777]],[0.01147627]
5900,0.58,42.0,[[-0.4333389]],[0.01131651]
5901,0.58,43.0,[[-0.43266626]],[0.01097614]
5902,0.58,44.0,[[-0.4318518]],[0.01071765]
5903,0.58,45.0,[[-0.43115614]],[0.01084405]
5904,0.58,46.0,[[-0.43057794]],[0.01119439]
5905,0.58,47.0,[[-0.42992086]],[0.01141227]
5906,0.58,48.0,[[-0.42907749]],[0.01134668]
5907,0.58,49.0,[[-0.42803555]],[0.01112958]
5908,0.58,50.0,[[-0.42689242]],[0.0110881]
5909,0.58,51.0,[[-0.42570322]],[0.01131037]
5910,0.58,52.0,[[-0.4245015]],[0.01154365]
5911,0.58,53.0,[[-0.42350225]],[0.01162359]
5912,0.58,54.0,[[-0.42299801]],[0.01161696]
5913,0.58,55.0,[[-0.42327993]],[0.01181869]
5914,0.58,56.0,[[-0.42448783]],[0.01238452]
5915,0.58,57.0,[[-0.42649475]],[0.0130177]
5916,0.58,58.0,[[-0.429079]],[0.01344261]
5917,0.58,59.0,[[-0.43194012]],[0.01352566]
5918,0.58,60.0,[[-0.43469988]],[0.013273]
5919,0.58,61.0,[[-0.43691994]],[0.01281011]
5920,0.58,62.0,[[-0.43815295]],[0.01234025]
5921,0.58,63.0,[[-0.43804159]],[0.0120501]
5922,0.58,64.0,[[-0.43644346]],[0.01199162]
5923,0.58,65.0,[[-0.43350052]],[0.01206493]
5924,0.58,66.0,[[-0.42959393]],[0.01213994]
5925,0.58,67.0,[[-0.42522528]],[0.01218668]
5926,0.58,68.0,[[-0.42090034]],[0.01226679]
5927,0.58,69.0,[[-0.41704206]],[0.01236308]
5928,0.58,70.0,[[-0.41396735]],[0.01234591]
5929,0.58,71.0,[[-0.41191821]],[0.01215774]
5930,0.58,72.0,[[-0.41108567]],[0.01193159]
5931,0.58,73.0,[[-0.41160136]],[0.01195609]
5932,0.58,74.0,[[-0.41341358]],[0.01238229]
5933,0.58,75.0,[[-0.41621674]],[0.01300991]
5934,0.58,76.0,[[-0.4196374]],[0.01354885]
5935,0.58,77.0,[[-0.42332287]],[0.01380336]
5936,0.58,78.0,[[-0.42694316]],[0.0137054]
5937,0.58,79.0,[[-0.43018519]],[0.01331113]
5938,0.58,80.0,[[-0.43275909]],[0.0127821]
5939,0.58,81.0,[[-0.43442453]],[0.01233049]
5940,0.58,82.0,[[-0.43503561]],[0.0121068]
5941,0.58,83.0,[[-0.43457805]],[0.01208781]
5942,0.58,84.0,[[-0.43315871]],[0.01209912]
5943,0.58,85.0,[[-0.43095821]],[0.01196963]
5944,0.58,86.0,[[-0.42820361]],[0.0116664]
5945,0.58,87.0,[[-0.42519895]],[0.01133782]
5946,0.58,88.0,[[-0.4223933]],[0.01125126]
5947,0.58,89.0,[[-0.42020941]],[0.01152015]
5948,0.58,90.0,[[-0.41867401]],[0.01186952]
5949,0.58,91.0,[[-0.41770839]],[0.01203807]
5950,0.58,92.0,[[-0.41724032]],[0.01198383]
5951,0.58,93.0,[[-0.41719435]],[0.01185528]
5952,0.58,94.0,[[-0.41748995]],[0.01180799]
5953,0.58,95.0,[[-0.41804582]],[0.01179742]
5954,0.58,96.0,[[-0.41879476]],[0.01180115]
5955,0.58,97.0,[[-0.41970024]],[0.0121126]
5956,0.58,98.0,[[-0.42070705]],[0.01325086]
5957,0.58,99.0,[[-0.42161604]],[0.01546138]
5958,0.58,100.0,[[-0.42222993]],[0.01861445]
5959,0.59,0.0,[[-0.23938081]],[0.01505323]
5960,0.59,1.0,[[-0.26619677]],[0.01307548]
5961,0.59,2.0,[[-0.29421705]],[0.0121887]
5962,0.59,3.0,[[-0.32299637]],[0.01223035]
5963,0.59,4.0,[[-0.35134982]],[0.01262695]
5964,0.59,5.0,[[-0.37781431]],[0.012904]
5965,0.59,6.0,[[-0.40105393]],[0.01290205]
5966,0.59,7.0,[[-0.42004006]],[0.01268299]
5967,0.59,8.0,[[-0.43420383]],[0.01241047]
5968,0.59,9.0,[[-0.44349058]],[0.01223239]
5969,0.59,10.0,[[-0.44827094]],[0.01217689]
5970,0.59,11.0,[[-0.44918212]],[0.01213955]
5971,0.59,12.0,[[-0.44698981]],[0.01198062]
5972,0.59,13.0,[[-0.44249675]],[0.01162984]
5973,0.59,14.0,[[-0.43653168]],[0.01114322]
5974,0.59,15.0,[[-0.43003029]],[0.01072874]
5975,0.59,16.0,[[-0.42409285]],[0.01074374]
5976,0.59,17.0,[[-0.41951055]],[0.0113719]
5977,0.59,18.0,[[-0.4161738]],[0.01226343]
5978,0.59,19.0,[[-0.41384456]],[0.01302525]
5979,0.59,20.0,[[-0.41231661]],[0.01345214]
5980,0.59,21.0,[[-0.41145217]],[0.01351302]
5981,0.59,22.0,[[-0.41123889]],[0.01330533]
5982,0.59,23.0,[[-0.41181769]],[0.01300546]
5983,0.59,24.0,[[-0.41336467]],[0.01279961]
5984,0.59,25.0,[[-0.41579354]],[0.01280306]
5985,0.59,26.0,[[-0.41861565]],[0.0130325]
5986,0.59,27.0,[[-0.4212187]],[0.01344013]
5987,0.59,28.0,[[-0.4232293]],[0.01394016]
5988,0.59,29.0,[[-0.42460455]],[0.01444117]
5989,0.59,30.0,[[-0.42550046]],[0.01488659]
5990,0.59,31.0,[[-0.42612707]],[0.01524997]
5991,0.59,32.0,[[-0.4266679]],[0.01549363]
5992,0.59,33.0,[[-0.42724585]],[0.01554947]
5993,0.59,34.0,[[-0.4279147]],[0.01534341]
5994,0.59,35.0,[[-0.42866622]],[0.01483444]
5995,0.59,36.0,[[-0.42944709]],[0.0140445]
5996,0.59,37.0,[[-0.43018048]],[0.01308045]
5997,0.59,38.0,[[-0.43078988]],[0.01215248]
5998,0.59,39.0,[[-0.43122565]],[0.01155789]
5999,0.59,40.0,[[-0.43145191]],[0.01144688]
6000,0.59,41.0,[[-0.43136631]],[0.01148798]
6001,0.59,42.0,[[-0.43091891]],[0.01138335]
6002,0.59,43.0,[[-0.43016163]],[0.01111041]
6003,0.59,44.0,[[-0.42927169]],[0.01091127]
6004,0.59,45.0,[[-0.42849114]],[0.01104902]
6005,0.59,46.0,[[-0.42782143]],[0.01137493]
6006,0.59,47.0,[[-0.42708517]],[0.01156559]
6007,0.59,48.0,[[-0.42617299]],[0.0114826]
6008,0.59,49.0,[[-0.42508045]],[0.01125638]
6009,0.59,50.0,[[-0.42393121]],[0.01120986]
6010,0.59,51.0,[[-0.42279382]],[0.01142313]
6011,0.59,52.0,[[-0.42168115]],[0.0116381]
6012,0.59,53.0,[[-0.42078378]],[0.01169783]
6013,0.59,54.0,[[-0.42037649]],[0.01167331]
6014,0.59,55.0,[[-0.42074028]],[0.01185759]
6015,0.59,56.0,[[-0.42201115]],[0.01240229]
6016,0.59,57.0,[[-0.42406826]],[0.01301653]
6017,0.59,58.0,[[-0.42669704]],[0.01342495]
6018,0.59,59.0,[[-0.42960592]],[0.01349319]
