,beta0,beta1,value
279,0.02,0.77,-0.09916201903300459
280,0.02,0.78,-0.09916201903300459
281,0.02,0.79,-0.09916201903300459
282,0.02,0.8,-0.09916201903300459
283,0.02,0.81,-0.09916201903300459
284,0.02,0.8200000000000001,-0.09916201903300459
285,0.02,0.8300000000000001,-0.09916201903300459
286,0.02,0.84,-0.09916201903300459
287,0.02,0.85,-0.09916201903300459
288,0.02,0.86,-0.09916201903300459
289,0.02,0.87,-0.09916201903300459
290,0.02,0.88,-0.09916201903300459
291,0.02,0.89,-0.09916201903300459
292,0.02,0.9,-0.09916201903300459
293,0.02,0.91,-0.09916201903300459
294,0.02,0.92,-0.09916201903300459
295,0.02,0.93,-0.09916201903300459
296,0.02,0.9400000000000001,-0.09916201903300459
297,0.02,0.9500000000000001,-0.09916201903300459
298,0.02,0.96,-0.09916201903300459
299,0.02,0.97,-0.09916201903300459
300,0.02,0.98,-0.09916201903300459
301,0.02,0.99,-0.09916201903300459
302,0.02,1.0,-0.09916201903300459
303,0.03,0.0,-0.33702187068815065
304,0.03,0.01,-0.33702187068815065
305,0.03,0.02,-0.33702187068815065
306,0.03,0.03,-0.33702187068815065
307,0.03,0.04,-0.3500995277772345
308,0.03,0.05,-0.36277860888286606
309,0.03,0.06,-0.3743546110337196
310,0.03,0.07,-0.38645539446998084
311,0.03,0.08,-0.3993737299747896
312,0.03,0.09,-0.41063823206036376
313,0.03,0.1,-0.42163753944642984
314,0.03,0.11,-0.43174991705466353
315,0.03,0.12,-0.44150215520045505
316,0.03,0.13,-0.4520252288711693
317,0.03,0.14,-0.46192328802867566
318,0.03,0.15,-0.4700509009068074
319,0.03,0.16,-0.47827403082362435
320,0.03,0.17,-0.48555088881861413
321,0.03,0.18,-0.4915806156433637
322,0.03,0.19,-0.4972052707498744
323,0.03,0.2,-0.5016816616722651
324,0.03,0.21,-0.5053671541131967
325,0.03,0.22,-0.5084236443220898
326,0.03,0.23,-0.5105072860090003
327,0.03,0.24,-0.5115959596327
328,0.03,0.25,-0.5119759453806133
329,0.03,0.26,-0.5115389439699732
330,0.03,0.27,-0.5102520180734901
331,0.03,0.28,-0.5077818967258221
332,0.03,0.29,-0.5048083905309679
333,0.03,0.3,-0.501734737244602
334,0.03,0.31,-0.4974415033708788
335,0.03,0.32,-0.49333738563592594
336,0.03,0.33,-0.4882842228084074
337,0.03,0.34,-0.48191266401791316
338,0.03,0.35000000000000003,-0.4743938733856502
339,0.03,0.36,-0.46675427356005567
340,0.03,0.37,-0.4573079736697271
341,0.03,0.38,-0.44753817022141745
342,0.03,0.39,-0.43927151785433227
343,0.03,0.4,-0.42874562030761043
344,0.03,0.41000000000000003,-0.41700381473076825
345,0.03,0.42,-0.40538582489185676
346,0.03,0.43,-0.3938187130294417
347,0.03,0.44,-0.3807923393638488
348,0.03,0.45,-0.36930504027338773
349,0.03,0.46,-0.3564318959168346
350,0.03,0.47000000000000003,-0.3430731122996997
351,0.03,0.48,-0.3284607415340572
352,0.03,0.49,-0.31412702637476375
353,0.03,0.5,-0.2989367799527633
354,0.03,0.51,-0.28514688551053086
355,0.03,0.52,-0.2707092208416804
356,0.03,0.53,-0.25659092033062336
357,0.03,0.54,-0.24264704949136412
358,0.03,0.55,-0.22881704042777923
359,0.03,0.56,-0.21715304907015529
360,0.03,0.5700000000000001,-0.20622902995548625
361,0.03,0.58,-0.1939256475741284
362,0.03,0.59,-0.18298298641354646
363,0.03,0.6,-0.1732313510928654
364,0.03,0.61,-0.16271488933373648
365,0.03,0.62,-0.15263387554223254
366,0.03,0.63,-0.14219258208433674
367,0.03,0.64,-0.1335557191467481
368,0.03,0.65,-0.12630324144954155
369,0.03,0.66,-0.11923480630774183
370,0.03,0.67,-0.11206636235800577
371,0.03,0.68,-0.10626327287444233
372,0.03,0.6900000000000001,-0.10061187159545393
373,0.03,0.7000000000000001,-0.09631682511244694
374,0.03,0.71,-0.09264729532201312
375,0.03,0.72,-0.0895550456882976
376,0.03,0.73,-0.08762868754196547
377,0.03,0.74,-0.08650955238150153
378,0.03,0.75,-0.0860289650225653
379,0.03,0.76,-0.0860289650225653
380,0.03,0.77,-0.0860289650225653
381,0.03,0.78,-0.0860289650225653
382,0.03,0.79,-0.0860289650225653
383,0.03,0.8,-0.0860289650225653
384,0.03,0.81,-0.0860289650225653
385,0.03,0.8200000000000001,-0.0860289650225653
386,0.03,0.8300000000000001,-0.0860289650225653
387,0.03,0.84,-0.0860289650225653
388,0.03,0.85,-0.0860289650225653
389,0.03,0.86,-0.0860289650225653
390,0.03,0.87,-0.0860289650225653
391,0.03,0.88,-0.0860289650225653
392,0.03,0.89,-0.0860289650225653
393,0.03,0.9,-0.0860289650225653
394,0.03,0.91,-0.0860289650225653
395,0.03,0.92,-0.0860289650225653
396,0.03,0.93,-0.0860289650225653
397,0.03,0.9400000000000001,-0.0860289650225653
398,0.03,0.9500000000000001,-0.0860289650225653
399,0.03,0.96,-0.0860289650225653
400,0.03,0.97,-0.0860289650225653
401,0.03,0.98,-0.0860289650225653
402,0.03,0.99,-0.0860289650225653
403,0.03,1.0,-0.0860289650225653
404,0.04,0.0,-0.33702187068815065
405,0.04,0.01,-0.33702187068815065
406,0.04,0.02,-0.33702187068815065
407,0.04,0.03,-0.33702187068815065
408,0.04,0.04,-0.33702187068815065
409,0.04,0.05,-0.34970095179378213
410,0.04,0.06,-0.3612769539446358
411,0.04,0.07,-0.373377737380897
412,0.04,0.08,-0.38629607288570567
413,0.04,0.09,-0.39756057497127995
414,0.04,0.1,-0.4085598823573459
415,0.04,0.11,-0.4186722599655797
416,0.04,0.12,-0.4284244981113711
417,0.04,0.13,-0.4389475717820855
418,0.04,0.14,-0.44884563093959184
419,0.04,0.15,-0.4569732438177236
420,0.04,0.16,-0.46519637373454054
421,0.04,0.17,-0.47247323172953026
422,0.04,0.18,-0.4785029585542798
423,0.04,0.19,-0.4841276136607905
424,0.04,0.2,-0.4886040045831814
425,0.04,0.21,-0.49228949702411273
426,0.04,0.22,-0.4953459872330059
427,0.04,0.23,-0.4974296289199165
428,0.04,0.24,-0.498518302543616
429,0.04,0.25,-0.4988982882915295
430,0.04,0.26,-0.4984612868808893
431,0.04,0.27,-0.4971743609844062
432,0.04,0.28,-0.4947042396367383
433,0.04,0.29,-0.49173073344188406
434,0.04,0.3,-0.48865708015551806
435,0.04,0.31,-0.48436384628179485
436,0.04,0.32,-0.48025972854684207
437,0.04,0.33,-0.47520656571932357
438,0.04,0.34,-0.46883500692882923
439,0.04,0.35000000000000003,-0.4613162162965664
440,0.04,0.36,-0.45367661647097185
441,0.04,0.37,-0.4442303165806432
442,0.04,0.38,-0.43446051313233364
443,0.04,0.39,-0.42619386076524846
444,0.04,0.4,-0.4156679632185265
445,0.04,0.41000000000000003,-0.4039261576416844
446,0.04,0.42,-0.3923081678027729
447,0.04,0.43,-0.38074105594035784
448,0.04,0.44,-0.36771468227476495
449,0.04,0.45,-0.3562273831843038
450,0.04,0.46,-0.3433542388277508
451,0.04,0.47000000000000003,-0.3299954552106159
452,0.04,0.48,-0.3153830844449733
453,0.04,0.49,-0.3010493692856799
454,0.04,0.5,-0.2858591228636795
455,0.04,0.51,-0.272069228421447
456,0.04,0.52,-0.2576315637525965
457,0.04,0.53,-0.24351326324153943
458,0.04,0.54,-0.22956939240228025
459,0.04,0.55,-0.21573938333869536
460,0.04,0.56,-0.2040753919810714
461,0.04,0.5700000000000001,-0.19315137286640238
462,0.04,0.58,-0.18084799048504452
463,0.04,0.59,-0.1699053293244626
464,0.04,0.6,-0.16015369400378152
465,0.04,0.61,-0.1496372322446526
466,0.04,0.62,-0.13955621845314867
467,0.04,0.63,-0.12911492499525293
468,0.04,0.64,-0.12047806205766422
469,0.04,0.65,-0.1132255843604577
470,0.04,0.66,-0.10615714921865799
471,0.04,0.67,-0.09898870526892188
472,0.04,0.68,-0.09318561578535846
473,0.04,0.6900000000000001,-0.08753421450637006
474,0.04,0.7000000000000001,-0.08323916802336306
475,0.04,0.71,-0.07956963823292924
476,0.04,0.72,-0.07647738859921373
477,0.04,0.73,-0.07455103045288163
478,0.04,0.74,-0.07343189529241767
479,0.04,0.75,-0.07295130793348142
480,0.04,0.76,-0.07295130793348142
481,0.04,0.77,-0.07295130793348142
482,0.04,0.78,-0.07295130793348142
483,0.04,0.79,-0.07295130793348142
484,0.04,0.8,-0.07295130793348142
485,0.04,0.81,-0.07295130793348142
486,0.04,0.8200000000000001,-0.07295130793348142
487,0.04,0.8300000000000001,-0.07295130793348142
488,0.04,0.84,-0.07295130793348142
489,0.04,0.85,-0.07295130793348142
490,0.04,0.86,-0.07295130793348142
491,0.04,0.87,-0.07295130793348142
492,0.04,0.88,-0.07295130793348142
493,0.04,0.89,-0.07295130793348142
494,0.04,0.9,-0.07295130793348142
495,0.04,0.91,-0.07295130793348142
496,0.04,0.92,-0.07295130793348142
497,0.04,0.93,-0.07295130793348142
498,0.04,0.9400000000000001,-0.07295130793348142
499,0.04,0.9500000000000001,-0.07295130793348142
500,0.04,0.96,-0.07295130793348142
501,0.04,0.97,-0.07295130793348142
502,0.04,0.98,-0.07295130793348142
503,0.04,0.99,-0.07295130793348142
504,0.04,1.0,-0.07295130793348142
505,0.05,0.0,-0.33702187068815065
506,0.05,0.01,-0.33702187068815065
507,0.05,0.02,-0.33702187068815065
508,0.05,0.03,-0.33702187068815065
509,0.05,0.04,-0.33702187068815065
510,0.05,0.05,-0.33702187068815065
511,0.05,0.06,-0.34859787283900423
512,0.05,0.07,-0.36069865627526554
513,0.05,0.08,-0.3736169917800742
514,0.05,0.09,-0.38488149386564835
515,0.05,0.1,-0.39588080125171443
516,0.05,0.11,-0.40599317885994823
517,0.05,0.12,-0.41574541700573964
518,0.05,0.13,-0.4262684906764539
519,0.05,0.14,-0.43616654983396036
520,0.05,0.15,-0.44429416271209204
521,0.05,0.16,-0.45251729262890905
522,0.05,0.17,-0.4597941506238988
523,0.05,0.18,-0.46582387744864834
524,0.05,0.19,-0.471448532555159
525,0.05,0.2,-0.4759249234775498
526,0.05,0.21,-0.47961041591848125
527,0.05,0.22,-0.4826669061273744
528,0.05,0.23,-0.484750547814285
529,0.05,0.24,-0.48583922143798447
530,0.05,0.25,-0.486219207185898
531,0.05,0.26,-0.4857822057752577
532,0.05,0.27,-0.4844952798787747
533,0.05,0.28,-0.48202515853110683
534,0.05,0.29,-0.47905165233625246
535,0.05,0.3,-0.4759779990498866
536,0.05,0.31,-0.47168476517616337
537,0.05,0.32,-0.4675806474412106
538,0.05,0.33,-0.46252748461369203
539,0.05,0.34,-0.45615592582319775
540,0.05,0.35000000000000003,-0.4486371351909349
541,0.05,0.36,-0.44099753536534037
542,0.05,0.37,-0.43155123547501173
543,0.05,0.38,-0.42178143202670215
544,0.05,0.39,-0.41351477965961686
545,0.05,0.4,-0.402988882112895
546,0.05,0.41000000000000003,-0.3912470765360529
547,0.05,0.42,-0.37962908669714135
548,0.05,0.43,-0.36806197483472636
549,0.05,0.44,-0.3550356011691334
550,0.05,0.45,-0.3435483020786724
551,0.05,0.46,-0.33067515772211925
552,0.05,0.47000000000000003,-0.31731637410498437
553,0.05,0.48,-0.30270400333934183
554,0.05,0.49,-0.2883702881800484
555,0.05,0.5,-0.2731800417580479
556,0.05,0.51,-0.25939014731581544
557,0.05,0.52,-0.24495248264696498
558,0.05,0.53,-0.23083418213590795
559,0.05,0.54,-0.21689031129664876
560,0.05,0.55,-0.20306030223306387
561,0.05,0.56,-0.19139631087543993
562,0.05,0.5700000000000001,-0.1804722917607709
563,0.05,0.58,-0.168168909379413
564,0.05,0.59,-0.15722624821883105
565,0.05,0.6,-0.14747461289815
566,0.05,0.61,-0.1369581511390211
567,0.05,0.62,-0.12687713734751715
568,0.05,0.63,-0.1164358438896214
569,0.05,0.64,-0.1077989809520327
570,0.05,0.65,-0.10054650325482618
571,0.05,0.66,-0.09347806811302649
572,0.05,0.67,-0.0863096241632904
573,0.05,0.68,-0.08050653467972696
574,0.05,0.6900000000000001,-0.07485513340073857
575,0.05,0.7000000000000001,-0.07056008691773157
576,0.05,0.71,-0.06689055712729776
577,0.05,0.72,-0.06379830749358222
578,0.05,0.73,-0.06187194934725012
579,0.05,0.74,-0.060752814186786165
580,0.05,0.75,-0.06027222682784992
581,0.05,0.76,-0.06027222682784992
582,0.05,0.77,-0.06027222682784992
583,0.05,0.78,-0.06027222682784992
584,0.05,0.79,-0.06027222682784992
585,0.05,0.8,-0.06027222682784992
586,0.05,0.81,-0.06027222682784992
587,0.05,0.8200000000000001,-0.06027222682784992
588,0.05,0.8300000000000001,-0.06027222682784992
589,0.05,0.84,-0.06027222682784992
590,0.05,0.85,-0.06027222682784992
591,0.05,0.86,-0.06027222682784992
592,0.05,0.87,-0.06027222682784992
593,0.05,0.88,-0.06027222682784992
594,0.05,0.89,-0.06027222682784992
595,0.05,0.9,-0.06027222682784992
596,0.05,0.91,-0.06027222682784992
597,0.05,0.92,-0.06027222682784992
598,0.05,0.93,-0.06027222682784992
599,0.05,0.9400000000000001,-0.06027222682784992
600,0.05,0.9500000000000001,-0.06027222682784992
601,0.05,0.96,-0.06027222682784992
602,0.05,0.97,-0.06027222682784992
603,0.05,0.98,-0.06027222682784992
604,0.05,0.99,-0.06027222682784992
605,0.05,1.0,-0.06027222682784992
606,0.06,0.0,-0.33702187068815065
607,0.06,0.01,-0.33702187068815065
608,0.06,0.02,-0.33702187068815065
609,0.06,0.03,-0.33702187068815065
610,0.06,0.04,-0.33702187068815065
611,0.06,0.05,-0.33702187068815065
612,0.06,0.06,-0.33702187068815065
613,0.06,0.07,-0.3491226541244119
614,0.06,0.08,-0.3620409896292206
615,0.06,0.09,-0.37330549171479477
616,0.06,0.1,-0.38430479910086085
617,0.06,0.11,-0.39441717670909465
618,0.06,0.12,-0.40416941485488606
619,0.06,0.13,-0.4146924885256003
620,0.06,0.14,-0.4245905476831068
621,0.06,0.15,-0.43271816056123846
622,0.06,0.16,-0.44094129047805547
623,0.06,0.17,-0.4482181484730452
624,0.06,0.18,-0.45424787529779476
625,0.06,0.19,-0.4598725304043054
626,0.06,0.2,-0.4643489213266962
627,0.06,0.21,-0.46803441376762767
628,0.06,0.22,-0.4710909039765208
629,0.06,0.23,-0.4731745456634314
630,0.06,0.24,-0.47426321928713094
631,0.06,0.25,-0.4746432050350444
632,0.06,0.26,-0.47420620362440424
633,0.06,0.27,-0.47291927772792114
634,0.06,0.28,-0.47044915638025325
635,0.06,0.29,-0.467475650185399
636,0.06,0.3,-0.4644019968990331
637,0.06,0.31,-0.4601087630253098
638,0.06,0.32,-0.456004645290357
639,0.06,0.33,-0.45095148246283845
640,0.06,0.34,-0.44457992367234417
641,0.06,0.35000000000000003,-0.4370611330400813
642,0.06,0.36,-0.4294215332144868
643,0.06,0.37,-0.41997523332415804
644,0.06,0.38,-0.4102054298758485
645,0.06,0.39,-0.40193877750876333
646,0.06,0.4,-0.39141287996204144
647,0.06,0.41000000000000003,-0.3796710743851993
648,0.06,0.42,-0.3680530845462878
649,0.06,0.43,-0.3564859726838728
650,0.06,0.44,-0.34345959901827994
651,0.06,0.45,-0.3319722999278188
652,0.06,0.46,-0.31909915557126567
653,0.06,0.47000000000000003,-0.30574037195413084
654,0.06,0.48,-0.29112800118848825
655,0.06,0.49,-0.2767942860291948
656,0.06,0.5,-0.26160403960719436
657,0.06,0.51,-0.24781414516496192
658,0.06,0.52,-0.23337648049611143
659,0.06,0.53,-0.21925817998505437
660,0.06,0.54,-0.20531430914579518
661,0.06,0.55,-0.1914843000822103
662,0.06,0.56,-0.17982030872458635
663,0.06,0.5700000000000001,-0.16889628960991732
664,0.06,0.58,-0.15659290722855945
665,0.06,0.59,-0.1456502460679775
666,0.06,0.6,-0.13589861074729645
667,0.06,0.61,-0.12538214898816755
668,0.06,0.62,-0.11530113519666359
669,0.06,0.63,-0.10485984173876785
670,0.06,0.64,-0.09622297880117915
671,0.06,0.65,-0.08897050110397263
672,0.06,0.66,-0.08190206596217292
673,0.06,0.67,-0.07473362201243682
674,0.06,0.68,-0.0689305325288734
675,0.06,0.6900000000000001,-0.06327913124988499
676,0.06,0.7000000000000001,-0.05898408476687799
677,0.06,0.71,-0.055314554976444184
678,0.06,0.72,-0.05222230534272865
679,0.06,0.73,-0.050295947196396545
680,0.06,0.74,-0.0491768120359326
681,0.06,0.75,-0.04869622467699635
