,theta1,theta2,values
0,0.19642273480017652,20.109654359478895,-0.4697769055010544
1,0.8533383246716664,75.09736000649477,-0.36652026216928135
2,0.6155737449746393,97.18889893647628,-0.41106564624327674
3,0.1737089401727853,57.91549249960747,-0.44133837059915487
4,0.6726254099631329,8.913589607861852,-0.4085690271272584
5,0.5568977290469652,44.59775347376205,-0.4314673862463462
6,0.5785426674401188,15.817534014084659,-0.4155901035367482
7,0.151733056603944,25.530408058942104,-0.46056719505490856
8,0.976214306804811,65.58674390460409,-0.37417514256181267
9,0.5015688587630198,23.801418173612625,-0.41723479850210227
10,0.9197948597039265,16.283701343235748,-0.3649878818827531
11,0.24016897255408237,94.18507227379216,-0.43362450400753766
12,0.6759076950927851,62.45485958126871,-0.4179517112815413
13,0.46378891093700947,30.559165116702875,-0.4564275262549429
14,0.855581687107433,82.27889361240732,-0.36652026216928135
15,0.09499919952905592,50.29406555824194,-0.44133837059915487
16,0.4928350525602405,26.417872053321684,-0.4673439955030577
17,0.8383861969694762,36.92973329091717,-0.37787018132112093
18,0.9921620187475844,66.70511746122357,-0.37417514256181267
19,0.23210692679672112,0.8594720197686703,-0.2720009924691006
20,0.5892912595050219,49.55758795257069,-0.41996979539715157
21,0.9968195151934721,32.87104114697989,-0.386011760412685
22,0.2038069347613936,84.31089012419253,-0.43362450400753766
23,0.8948734040700396,65.43930769690486,-0.36652026216928135
24,0.29740898574490066,8.926299353870927,-0.4650504571527548
25,0.29525259937317555,49.589428300064874,-0.44133837059915487
26,0.8042248117704163,60.13674409562937,-0.36652026216928135
27,0.7328800857830446,64.29771126655451,-0.39331219980534204
28,0.47202396887148157,44.40955298263706,-0.4676726741139848
29,0.49768095813356394,13.842599647562128,-0.478743968843386
30,0.18694832914331985,82.05788298093391,-0.43362450400753766
31,0.3378651820721465,31.354643818621415,-0.4564275262549429
32,0.5640463511292574,2.0539610654617295,-0.2878873621684473
33,0.5823684058243624,54.731934030732475,-0.41996979539715157
34,0.8857901204777322,30.83719085749757,-0.3601958371947987
35,0.9061661045812903,97.84644711511585,-0.36652026216928135
36,0.4575009694025751,62.988084105585095,-0.4570730166309807
37,0.30449922142450875,50.87082462989238,-0.44133837059915487
38,0.09878640916100848,32.61339404480816,-0.461182431729652
39,0.2690399349046642,35.124248263845956,-0.461182431729652
40,0.22438524425902634,68.30801865331576,-0.43362450400753766
41,0.1592352676313731,71.82942106335796,-0.43362450400753766
42,0.8330914379039739,67.94812215489164,-0.36652026216928135
43,0.1565860427746009,69.31137134679429,-0.43362450400753766
44,0.13713913731336938,84.74880475087431,-0.43362450400753766
45,0.4973957627564548,49.907327321581604,-0.4570730166309807
46,0.40760358439276667,81.02974457403393,-0.4488044663086714
47,0.6337571485543605,67.56533827739736,-0.41106564624327674
48,0.8259110766588572,51.35398560280839,-0.36652026216928135
49,0.7414791309399132,39.35750975725513,-0.4050192678787471
50,0.0713064010488267,77.30779005067154,-0.43362450400753766
51,0.7445077921394418,73.93034374816443,-0.39331219980534204
52,0.4231784084065139,83.45965144016371,-0.4488044663086714
53,0.32298359576963326,92.43789201682404,-0.43362450400753766
54,0.6833839522355509,81.36683956176113,-0.4179517112815413
55,0.12751120027033216,95.00368189349086,-0.43362450400753766
56,0.6871192045671801,63.72195950724733,-0.4179517112815413
57,0.6001012022853416,87.9257338200598,-0.41106564624327674
58,0.6741410519562755,97.84820637350465,-0.4179517112815413
59,0.5431700132765748,72.79532876067547,-0.41106564624327674
60,0.18353296478029205,46.509981956904234,-0.44133837059915487
61,0.3134319697243237,1.5306401060931623,-0.2768283849386199
62,0.41628628016955194,62.0731330258428,-0.4570730166309807
63,0.34904690411441125,50.73998969678335,-0.4472784995913736
64,0.9225975059224212,1.5449017713119133,-0.3025710777114161
65,0.40175513292977016,51.35430126183797,-0.4570730166309807
66,0.3664370407035013,93.85071054293664,-0.43935745169620977
67,0.49015439107675485,86.942579833207,-0.4488044663086714
68,0.7732782121351454,11.302884025269924,-0.37631987947617107
69,0.21934617881210267,68.91085348817812,-0.43362450400753766
70,0.06842157079475698,59.24246485263349,-0.44133837059915487
71,0.05238766145107622,48.56337531934536,-0.44133837059915487
72,0.01252580142784732,98.51882201727602,-0.43362450400753766
73,0.9130229994024703,21.61420051612945,-0.3601958371947987
74,0.029553984065788914,31.75761802643094,-0.4499614302909277
75,0.12384398363226881,49.98596918757264,-0.44133837059915487
76,0.3734483372331125,35.67605294925355,-0.4676726741139848
77,0.43940941989697135,80.86791353257836,-0.4488044663086714
78,0.031966709297704406,52.69376877379221,-0.44133837059915487
79,0.45731497278529953,22.603906455679073,-0.4781191632390643
80,0.3416435342969289,22.77192051909817,-0.4781191632390643
81,0.6922032984925438,10.273705768873167,-0.41073903573002857
82,0.06677893680195991,88.09004841392553,-0.43362450400753766
83,0.27677115245840217,60.3521583096179,-0.44133837059915487
84,0.572853575059748,43.96528066836215,-0.4314673862463462
85,0.7618039443744122,24.638086005566123,-0.3682320852822705
86,0.13911164784740696,74.21183539531246,-0.43362450400753766
87,0.11406061351782995,75.89107949111903,-0.43362450400753766
88,0.6705323139983607,81.88509499849862,-0.4179517112815413
89,0.38001868004918393,12.91033846695329,-0.47383520561773074
90,0.820982599969648,73.42724945602625,-0.36652026216928135
