,beta0,beta1,value
0,0.0,0.0,1.1209396727118117
1,0.0,0.01,1.1128396727118117
2,0.0,0.02,1.1035396727118116
3,0.0,0.03,1.0946396727118117
4,0.0,0.04,1.0880396727118118
5,0.0,0.05,1.0807396727118117
6,0.0,0.06,1.0715396727118118
7,0.0,0.07,1.0637396727118118
8,0.0,0.08,1.0553396727118116
9,0.0,0.09,1.0474396727118118
10,0.0,0.1,1.0386396727118117
11,0.0,0.11,1.0304396727118117
12,0.0,0.12,1.0236396727118118
13,0.0,0.13,1.0161396727118117
14,0.0,0.14,1.0079396727118117
15,0.0,0.15,0.9991396727118117
16,0.0,0.16,0.9922396727118117
17,0.0,0.17,0.9844396727118118
18,0.0,0.18,0.9760396727118117
19,0.0,0.19,0.9679396727118117
20,0.0,0.2,0.9595396727118117
21,0.0,0.21,0.9512396727118118
22,0.0,0.22,0.9422396727118117
23,0.0,0.23,0.9322396727118117
24,0.0,0.24,0.9229396727118118
25,0.0,0.25,0.9152396727118117
26,0.0,0.26,0.9066396727118117
27,0.0,0.27,0.8984396727118117
28,0.0,0.28,0.8899396727118117
29,0.0,0.29,0.8818396727118117
30,0.0,0.3,0.8745396727118118
31,0.0,0.31,0.8680396727118117
32,0.0,0.32,0.8590396727118117
33,0.0,0.33,0.8503396727118118
34,0.0,0.34,0.8415396727118117
35,0.0,0.35000000000000003,0.8340396727118117
36,0.0,0.36,0.8259396727118117
37,0.0,0.37,0.8183396727118118
38,0.0,0.38,0.8099396727118118
39,0.0,0.39,0.8016396727118118
40,0.0,0.4,0.7942396727118118
41,0.0,0.41000000000000003,0.7846396727118118
42,0.0,0.42,0.7767396727118118
43,0.0,0.43,0.7697396727118119
44,0.0,0.44,0.7616396727118118
45,0.0,0.45,0.7541396727118118
46,0.0,0.46,0.7457396727118119
47,0.0,0.47000000000000003,0.7383396727118118
48,0.0,0.48,0.7308396727118118
49,0.0,0.49,0.7221396727118118
50,0.0,0.5,0.7143396727118119
51,0.0,0.51,0.7055396727118118
52,0.0,0.52,0.6982396727118119
53,0.0,0.53,0.6915396727118118
54,0.0,0.54,0.6825396727118118
55,0.0,0.55,0.6755396727118118
56,0.0,0.56,0.6681396727118118
57,0.0,0.5700000000000001,0.6603396727118118
58,0.0,0.58,0.6521396727118118
59,0.0,0.59,0.6454396727118118
60,0.0,0.6,0.6377396727118119
61,0.0,0.61,0.6306396727118119
62,0.0,0.62,0.6225396727118118
63,0.0,0.63,0.6148396727118118
