,beta0,beta1,value
262,0.02,0.6,-0.19910881017784676
263,0.02,0.61,-0.20244327073038915
264,0.02,0.62,-0.204215656594051
265,0.02,0.63,-0.20415307667506635
266,0.02,0.64,-0.20244682130870728
267,0.02,0.65,-0.19956683085318208
268,0.02,0.66,-0.19490393705526673
269,0.02,0.67,-0.18810025021303692
270,0.02,0.68,-0.18056846232602183
271,0.02,0.6900000000000001,-0.17087370396798865
272,0.02,0.7000000000000001,-0.16108745057375437
273,0.02,0.71,-0.14993516327956796
274,0.02,0.72,-0.13719962164060412
275,0.02,0.73,-0.12530085968715665
276,0.02,0.74,-0.11362040850082541
277,0.02,0.75,-0.09936244032001182
278,0.02,0.76,-0.09936244032001182
279,0.02,0.77,-0.09936244032001182
280,0.02,0.78,-0.09936244032001182
281,0.02,0.79,-0.09936244032001182
282,0.02,0.8,-0.09936244032001182
283,0.02,0.81,-0.09936244032001182
284,0.02,0.8200000000000001,-0.09936244032001182
285,0.02,0.8300000000000001,-0.09936244032001182
286,0.02,0.84,-0.09936244032001182
287,0.02,0.85,-0.09936244032001182
288,0.02,0.86,-0.09936244032001182
289,0.02,0.87,-0.09936244032001182
290,0.02,0.88,-0.09936244032001182
291,0.02,0.89,-0.09936244032001182
292,0.02,0.9,-0.09936244032001182
293,0.02,0.91,-0.09936244032001182
294,0.02,0.92,-0.09936244032001182
295,0.02,0.93,-0.09936244032001182
296,0.02,0.9400000000000001,-0.09936244032001182
297,0.02,0.9500000000000001,-0.09936244032001182
298,0.02,0.96,-0.09936244032001182
299,0.02,0.97,-0.09936244032001182
300,0.02,0.98,-0.09936244032001182
301,0.02,0.99,-0.09936244032001182
302,0.02,1.0,-0.09936244032001182
303,0.03,0.0,-0.11553182759798451
304,0.03,0.01,-0.11553182759798451
305,0.03,0.02,-0.11553182759798451
306,0.03,0.03,-0.11553182759798451
307,0.03,0.04,-0.12765837204584657
308,0.03,0.05,-0.13881645193781386
309,0.03,0.06,-0.14830661898695385
310,0.03,0.07,-0.15729414188030513
311,0.03,0.08,-0.1658143301543017
312,0.03,0.09,-0.17208894966347635
313,0.03,0.1,-0.1769847615913371
314,0.03,0.11,-0.18016594196760166
315,0.03,0.12,-0.18180187316384416
316,0.03,0.13,-0.18177085005507962
317,0.03,0.14,-0.17983907355400455
318,0.03,0.15,-0.1764782848510351
319,0.03,0.16,-0.17114790989500825
320,0.03,0.17,-0.16410951693497783
321,0.03,0.18,-0.15642521418124408
322,0.03,0.19,-0.14668946934203844
323,0.03,0.2,-0.1365348948869134
324,0.03,0.21,-0.1252854759275097
325,0.03,0.22,-0.11262725934949426
326,0.03,0.23,-0.09998878219694998
327,0.03,0.24,-0.08870081178659829
328,0.03,0.25,-0.07643239493826323
329,0.03,0.26,-0.06246816128277607
330,0.03,0.27,-0.04912125174247739
331,0.03,0.28,-0.033998448418612125
332,0.03,0.29,-0.02170751242305305
333,0.03,0.3,-0.012548499293083902
334,0.03,0.31,-0.0026355515021562054
335,0.03,0.32,0.0043870077317148155
336,0.03,0.33,0.010880820654998647
337,0.03,0.34,0.01687864576315084
338,0.03,0.35000000000000003,0.0218355789645004
339,0.03,0.36,0.02499205155440574
340,0.03,0.37,0.026806823201407166
341,0.03,0.38,0.026769319918431962
342,0.03,0.39,0.025341374876175455
343,0.03,0.4,0.021976911520191152
344,0.03,0.41000000000000003,0.016755710662654324
345,0.03,0.42,0.010256473644232546
346,0.03,0.43,0.0026703383486097495
347,0.03,0.44,-0.00703074659128458
348,0.03,0.45,-0.016464169241688923
349,0.03,0.46,-0.027798827721102724
350,0.03,0.47000000000000003,-0.04015133847078164
351,0.03,0.48,-0.054205825948717326
352,0.03,0.49,-0.06834138223957148
353,0.03,0.5,-0.0835023903789724
354,0.03,0.51,-0.09726199471537596
355,0.03,0.52,-0.11151327021863472
356,0.03,0.53,-0.12509130263614024
357,0.03,0.54,-0.1379849818924536
358,0.03,0.55,-0.15015084666440467
359,0.03,0.56,-0.15969514102070917
360,0.03,0.5700000000000001,-0.16785255314423997
361,0.03,0.58,-0.17599253194431166
362,0.03,0.59,-0.1821518485910204
363,0.03,0.6,-0.18647218722258627
364,0.03,0.61,-0.18980664777512862
365,0.03,0.62,-0.1915790336387905
366,0.03,0.63,-0.19151645371980586
367,0.03,0.64,-0.18981019835344679
368,0.03,0.65,-0.18693020789792164
369,0.03,0.66,-0.18226731410000624
370,0.03,0.67,-0.1754636272577764
371,0.03,0.68,-0.16793183937076134
372,0.03,0.6900000000000001,-0.15823708101272815
373,0.03,0.7000000000000001,-0.1484508276184939
374,0.03,0.71,-0.13729854032430747
375,0.03,0.72,-0.12456299868534364
376,0.03,0.73,-0.11266423673189616
377,0.03,0.74,-0.10098378554556493
378,0.03,0.75,-0.08672581736475134
379,0.03,0.76,-0.08672581736475134
380,0.03,0.77,-0.08672581736475134
381,0.03,0.78,-0.08672581736475134
382,0.03,0.79,-0.08672581736475134
383,0.03,0.8,-0.08672581736475134
384,0.03,0.81,-0.08672581736475134
385,0.03,0.8200000000000001,-0.08672581736475134
386,0.03,0.8300000000000001,-0.08672581736475134
387,0.03,0.84,-0.08672581736475134
388,0.03,0.85,-0.08672581736475134
389,0.03,0.86,-0.08672581736475134
390,0.03,0.87,-0.08672581736475134
391,0.03,0.88,-0.08672581736475134
392,0.03,0.89,-0.08672581736475134
393,0.03,0.9,-0.08672581736475134
394,0.03,0.91,-0.08672581736475134
395,0.03,0.92,-0.08672581736475134
396,0.03,0.93,-0.08672581736475134
397,0.03,0.9400000000000001,-0.08672581736475134
398,0.03,0.9500000000000001,-0.08672581736475134
399,0.03,0.96,-0.08672581736475134
400,0.03,0.97,-0.08672581736475134
401,0.03,0.98,-0.08672581736475134
402,0.03,0.99,-0.08672581736475134
403,0.03,1.0,-0.08672581736475134
404,0.04,0.0,-0.11553182759798451
405,0.04,0.01,-0.11553182759798451
406,0.04,0.02,-0.11553182759798451
407,0.04,0.03,-0.11553182759798451
408,0.04,0.04,-0.11553182759798451
409,0.04,0.05,-0.1266899074899518
410,0.04,0.06,-0.1361800745390918
411,0.04,0.07,-0.14516759743244306
412,0.04,0.08,-0.15368778570643962
413,0.04,0.09,-0.15996240521561428
414,0.04,0.1,-0.16485821714347507
415,0.04,0.11,-0.16803939751973962
416,0.04,0.12,-0.16967532871598212
417,0.04,0.13,-0.16964430560721752
418,0.04,0.14,-0.16771252910614248
419,0.04,0.15,-0.16435174040317302
420,0.04,0.16,-0.1590213654471462
421,0.04,0.17,-0.15198297248711579
422,0.04,0.18,-0.14429866973338204
423,0.04,0.19,-0.13456292489417634
424,0.04,0.2,-0.12440835043905131
425,0.04,0.21,-0.11315893147964762
426,0.04,0.22,-0.1005007149016322
427,0.04,0.23,-0.08786223774908793
428,0.04,0.24,-0.07657426733873623
429,0.04,0.25,-0.06430585049040119
430,0.04,0.26,-0.050341616834914005
431,0.04,0.27,-0.03699470729461533
432,0.04,0.28,-0.021871903970750072
433,0.04,0.29,-0.00958096797519099
434,0.04,0.3,-0.0004219548452218429
435,0.04,0.31,0.009490992945705852
436,0.04,0.32,0.016513552179576875
437,0.04,0.33,0.023007365102860704
438,0.04,0.34,0.029005190211012895
439,0.04,0.35000000000000003,0.03396212341236246
440,0.04,0.36,0.0371185960022678
441,0.04,0.37,0.03893336764926923
442,0.04,0.38,0.03889586436629402
443,0.04,0.39,0.037467919324037514
444,0.04,0.4,0.03410345596805321
445,0.04,0.41000000000000003,0.028882255110516376
446,0.04,0.42,0.0223830180920946
447,0.04,0.43,0.014796882796471806
448,0.04,0.44,0.0050957978565774765
449,0.04,0.45,-0.004337624793826867
450,0.04,0.46,-0.015672283273240665
451,0.04,0.47000000000000003,-0.02802479402291958
452,0.04,0.48,-0.04207928150085527
453,0.04,0.49,-0.05621483779170943
454,0.04,0.5,-0.07137584593111033
455,0.04,0.51,-0.08513545026751389
456,0.04,0.52,-0.09938672577077266
457,0.04,0.53,-0.11296475818827818
458,0.04,0.54,-0.12585843744459152
459,0.04,0.55,-0.1380243022165426
460,0.04,0.56,-0.14756859657284713
461,0.04,0.5700000000000001,-0.15572600869637795
462,0.04,0.58,-0.16386598749644962
463,0.04,0.59,-0.17002530414315833
464,0.04,0.6,-0.1743456427747242
465,0.04,0.61,-0.17768010332726658
466,0.04,0.62,-0.17945248919092846
467,0.04,0.63,-0.17938990927194381
468,0.04,0.64,-0.17768365390558472
469,0.04,0.65,-0.17480366345005957
470,0.04,0.66,-0.17014076965214417
471,0.04,0.67,-0.16333708280991435
472,0.04,0.68,-0.15580529492289927
473,0.04,0.6900000000000001,-0.1461105365648661
474,0.04,0.7000000000000001,-0.13632428317063183
475,0.04,0.71,-0.1251719958764454
476,0.04,0.72,-0.11243645423748155
477,0.04,0.73,-0.10053769228403407
478,0.04,0.74,-0.08885724109770288
479,0.04,0.75,-0.07459927291688928
480,0.04,0.76,-0.07459927291688928
481,0.04,0.77,-0.07459927291688928
482,0.04,0.78,-0.07459927291688928
483,0.04,0.79,-0.07459927291688928
484,0.04,0.8,-0.07459927291688928
485,0.04,0.81,-0.07459927291688928
486,0.04,0.8200000000000001,-0.07459927291688928
487,0.04,0.8300000000000001,-0.07459927291688928
488,0.04,0.84,-0.07459927291688928
489,0.04,0.85,-0.07459927291688928
490,0.04,0.86,-0.07459927291688928
491,0.04,0.87,-0.07459927291688928
492,0.04,0.88,-0.07459927291688928
493,0.04,0.89,-0.07459927291688928
494,0.04,0.9,-0.07459927291688928
495,0.04,0.91,-0.07459927291688928
496,0.04,0.92,-0.07459927291688928
497,0.04,0.93,-0.07459927291688928
498,0.04,0.9400000000000001,-0.07459927291688928
499,0.04,0.9500000000000001,-0.07459927291688928
500,0.04,0.96,-0.07459927291688928
501,0.04,0.97,-0.07459927291688928
502,0.04,0.98,-0.07459927291688928
503,0.04,0.99,-0.07459927291688928
504,0.04,1.0,-0.07459927291688928
505,0.05,0.0,-0.11553182759798451
506,0.05,0.01,-0.11553182759798451
507,0.05,0.02,-0.11553182759798451
508,0.05,0.03,-0.11553182759798451
509,0.05,0.04,-0.11553182759798451
510,0.05,0.05,-0.11553182759798451
511,0.05,0.06,-0.1250219946471245
512,0.05,0.07,-0.13400951754047577
513,0.05,0.08,-0.14252970581447236
514,0.05,0.09,-0.14880432532364699
515,0.05,0.1,-0.1537001372515078
516,0.05,0.11,-0.1568813176277723
517,0.05,0.12,-0.1585172488240148
518,0.05,0.13,-0.15848622571525026
519,0.05,0.14,-0.1565544492141752
520,0.05,0.15,-0.15319366051120573
521,0.05,0.16,-0.1478632855551789
522,0.05,0.17,-0.1408248925951485
523,0.05,0.18,-0.13314058984141472
524,0.05,0.19,-0.1234048450022091
525,0.05,0.2,-0.11325027054708403
526,0.05,0.21,-0.10200085158768031
527,0.05,0.22,-0.08934263500966491
528,0.05,0.23,-0.07670415785712063
529,0.05,0.24,-0.06541618744676894
530,0.05,0.25,-0.05314777059843388
531,0.05,0.26,-0.03918353694294672
532,0.05,0.27,-0.02583662740264803
533,0.05,0.28,-0.010713824078782776
534,0.05,0.29,0.0015771119167763033
535,0.05,0.3,0.01073612504674545
536,0.05,0.31,0.020649072837673144
537,0.05,0.32,0.027671632071544168
538,0.05,0.33,0.034165444994828
539,0.05,0.34,0.040163270102980195
540,0.05,0.35000000000000003,0.04512020330432976
541,0.05,0.36,0.0482766758942351
542,0.05,0.37,0.05009144754123652
543,0.05,0.38,0.05005394425826131
544,0.05,0.39,0.0486259992160048
545,0.05,0.4,0.045261535860020505
546,0.05,0.41000000000000003,0.040040335002483676
547,0.05,0.42,0.03354109798406189
548,0.05,0.43,0.025954962688439106
549,0.05,0.44,0.016253877748544768
550,0.05,0.45,0.006820455098140427
551,0.05,0.46,-0.004514203381273372
552,0.05,0.47000000000000003,-0.016866714130952285
553,0.05,0.48,-0.030921201608887974
554,0.05,0.49,-0.04505675789974213
555,0.05,0.5,-0.06021776603914304
556,0.05,0.51,-0.0739773703755466
557,0.05,0.52,-0.08822864587880537
558,0.05,0.53,-0.10180667829631089
559,0.05,0.54,-0.11470035755262423
560,0.05,0.55,-0.1268662223245753
561,0.05,0.56,-0.13641051668087983
562,0.05,0.5700000000000001,-0.14456792880441063
563,0.05,0.58,-0.15270790760448233
564,0.05,0.59,-0.15886722425119104
565,0.05,0.6,-0.1631875628827569
566,0.05,0.61,-0.1665220234352993
567,0.05,0.62,-0.16829440929896117
568,0.05,0.63,-0.16823182937997652
569,0.05,0.64,-0.16652557401361745
570,0.05,0.65,-0.16364558355809228
571,0.05,0.66,-0.1589826897601769
572,0.05,0.67,-0.15217900291794703
573,0.05,0.68,-0.144647215030932
574,0.05,0.6900000000000001,-0.1349524566728988
575,0.05,0.7000000000000001,-0.12516620327866454
576,0.05,0.71,-0.1140139159844781
577,0.05,0.72,-0.10127837434551427
578,0.05,0.73,-0.08937961239206679
579,0.05,0.74,-0.07769916120573558
580,0.05,0.75,-0.063441193024922
581,0.05,0.76,-0.063441193024922
582,0.05,0.77,-0.063441193024922
583,0.05,0.78,-0.063441193024922
584,0.05,0.79,-0.063441193024922
585,0.05,0.8,-0.063441193024922
586,0.05,0.81,-0.063441193024922
587,0.05,0.8200000000000001,-0.063441193024922
588,0.05,0.8300000000000001,-0.063441193024922
589,0.05,0.84,-0.063441193024922
590,0.05,0.85,-0.063441193024922
591,0.05,0.86,-0.063441193024922
592,0.05,0.87,-0.063441193024922
593,0.05,0.88,-0.063441193024922
594,0.05,0.89,-0.063441193024922
595,0.05,0.9,-0.063441193024922
596,0.05,0.91,-0.063441193024922
597,0.05,0.92,-0.063441193024922
598,0.05,0.93,-0.063441193024922
599,0.05,0.9400000000000001,-0.063441193024922
600,0.05,0.9500000000000001,-0.063441193024922
601,0.05,0.96,-0.063441193024922
602,0.05,0.97,-0.063441193024922
603,0.05,0.98,-0.063441193024922
604,0.05,0.99,-0.063441193024922
605,0.05,1.0,-0.063441193024922
606,0.06,0.0,-0.11553182759798451
607,0.06,0.01,-0.11553182759798451
608,0.06,0.02,-0.11553182759798451
609,0.06,0.03,-0.11553182759798451
610,0.06,0.04,-0.11553182759798451
611,0.06,0.05,-0.11553182759798451
612,0.06,0.06,-0.11553182759798451
613,0.06,0.07,-0.12451935049133583
614,0.06,0.08,-0.13303953876533237
615,0.06,0.09,-0.13931415827450702
616,0.06,0.1,-0.1442099702023678
617,0.06,0.11,-0.14739115057863234
618,0.06,0.12,-0.14902708177487484
619,0.06,0.13,-0.14899605866611026
620,0.06,0.14,-0.14706428216503523
621,0.06,0.15,-0.14370349346206576
622,0.06,0.16,-0.13837311850603892
623,0.06,0.17,-0.13133472554600847
624,0.06,0.18,-0.12365042279227477
625,0.06,0.19,-0.1139146779530691
626,0.06,0.2,-0.10376010349794405
627,0.06,0.21,-0.09251068453854033
628,0.06,0.22,-0.07985246796052493
629,0.06,0.23,-0.06721399080798067
630,0.06,0.24,-0.055926020397628964
631,0.06,0.25,-0.0436576035492939
632,0.06,0.26,-0.02969336989380673
633,0.06,0.27,-0.01634646035350805
634,0.06,0.28,-0.0012236570296427945
635,0.06,0.29,0.011067278965916284
636,0.06,0.3,0.02022629209588543
637,0.06,0.31,0.030139239886813128
638,0.06,0.32,0.037161799120684146
639,0.06,0.33,0.043655612043967985
640,0.06,0.34,0.04965343715212017
641,0.06,0.35000000000000003,0.05461037035346974
642,0.06,0.36,0.05776684294337508
643,0.06,0.37,0.05958161459037651
644,0.06,0.38,0.059544111307401296
645,0.06,0.39,0.058116166265144785
646,0.06,0.4,0.05475170290916048
647,0.06,0.41000000000000003,0.04953050205162366
648,0.06,0.42,0.04303126503320188
649,0.06,0.43,0.03544512973757908
650,0.06,0.44,0.025744044797684752
651,0.06,0.45,0.01631062214728041
652,0.06,0.46,0.004975963667866611
653,0.06,0.47000000000000003,-0.007376547081812305
654,0.06,0.48,-0.021431034559747993
655,0.06,0.49,-0.03556659085060215
656,0.06,0.5,-0.050727598990003064
657,0.06,0.51,-0.0644872033264066
658,0.06,0.52,-0.07873847882966538
659,0.06,0.53,-0.0923165112471709
660,0.06,0.54,-0.10521019050348425
661,0.06,0.55,-0.11737605527543533
662,0.06,0.56,-0.12692034963173984
663,0.06,0.5700000000000001,-0.13507776175527067
664,0.06,0.58,-0.14321774055534234
665,0.06,0.59,-0.14937705720205108
666,0.06,0.6,-0.15369739583361694
667,0.06,0.61,-0.15703185638615932
668,0.06,0.62,-0.15880424224982118
669,0.06,0.63,-0.1587416623308365
670,0.06,0.64,-0.15703540696447743
671,0.06,0.65,-0.1541554165089523
672,0.06,0.66,-0.1494925227110369
673,0.06,0.67,-0.14268883586880704
674,0.06,0.68,-0.135157047981792
675,0.06,0.6900000000000001,-0.12546228962375885
676,0.06,0.7000000000000001,-0.11567603622952456
677,0.06,0.71,-0.10452374893533813
678,0.06,0.72,-0.09178820729637428
679,0.06,0.73,-0.0798894453429268
680,0.06,0.74,-0.0682089941565956
681,0.06,0.75,-0.053951025975782
682,0.06,0.76,-0.053951025975782
683,0.06,0.77,-0.053951025975782
684,0.06,0.78,-0.053951025975782
685,0.06,0.79,-0.053951025975782
686,0.06,0.8,-0.053951025975782
