,l,optDTR_value,norm_sup,norm_1,norm_2,beta0,beta1
0,0,-0.13415315544265952,0.23053265044598842,0.0605540824061942,0.06668735023710066,0.1197747980912546,0.3530315610351478
1,1,-0.019619580920846875,0.20174911572323687,0.030190203401090233,0.04725597891778613,0.04926121120246464,0.3396254642959962
2,2,-0.03936106111532429,0.19866892556542085,0.03021470296612501,0.04014603000029881,0.09989040343746294,0.46835528637344614
3,3,-0.020877207190939315,0.2970988807844032,0.11403114215283237,0.12527349314478484,0.1370609804588875,0.4007741535910051
4,4,-0.044766028051615704,0.16719668517683778,0.020372046685338714,0.031981414167331336,0.11815789601288809,0.2849618830757505
5,5,0.0006078862437713392,0.13317987577872725,0.041799738456184475,0.0493011869753431,0.6805441893560226,0.9510328725234459
6,6,-0.09854287653375389,0.13438116338316,0.051244884398788944,0.05591731627590128,0.1424493198272119,0.33862977132476296
7,7,-0.09365171711207436,0.22892537379727254,0.07627835112886819,0.08387599244584211,0.1276074014871125,0.42639883991040917
8,8,-0.09642235453682338,0.13124656490512146,0.021149905233561493,0.026995728311263453,0.11940662733520038,0.3591468945661576
9,9,-0.060903796090979116,0.1056838314575449,0.049805203576597463,0.053177511829046724,0.10402908018557269,0.43832306033497037
10,10,-0.01688818507606951,0.23186677130305863,0.04158118551210193,0.0503935616039305,0.6514208653056017,0.8815817976500717
11,11,-0.003969660126666371,0.11580289505041735,0.044455605992081884,0.04840925074747061,0.10487020164048091,0.2974156646606078
12,12,-0.06229248931051655,0.1778402318236828,0.02560756118931421,0.031956577968061936,0.1343406118731764,0.41396218784488126
13,13,0.005781852841863136,0.1351559267585887,0.02515648984152462,0.0322487069917281,0.2322390686586801,0.3765862149660968
14,14,-0.06510364779100034,0.1285580946164639,0.018302118198612032,0.03054497830906498,0.09597263105592616,0.3037584757387118
15,15,-0.06916545714707269,0.13914979076137687,0.03543796843562916,0.04062477939160572,0.13556821922436504,0.3789490237700073
16,16,-0.033737031096252104,0.1465600012428805,0.037873852939745,0.04352711602087287,0.17250197406718507,0.3817385418188204
17,17,-0.05739702154752614,0.17184991798776755,0.047442809539725565,0.05318253170973949,0.08015432328924511,0.384422028376569
18,18,0.0077835278414094215,0.1501769298383851,0.03862010791699017,0.04724735505770808,0.1357097660641239,0.263538146200965
19,19,-0.07752619321316155,0.1585200611242992,0.037313407906523044,0.041118181812902686,0.10471765445367634,0.3738678456369539
20,20,-0.09920642618903294,0.10724611354203042,0.023144809016096658,0.028837819298908683,0.10212184952568329,0.34272731136512974
21,21,-0.05076325458169365,0.11663508811197676,0.02400820418073929,0.03215046196647558,0.15172383428785188,0.34716656522727735
22,22,-0.1119501386150385,0.1930894838520538,0.06960373735301072,0.07515239003597793,0.12413534262802142,0.4187291481583386
23,23,-0.07832212785892051,0.10923328502605303,0.02313215293781924,0.028170186359865644,0.15053783136632573,0.3779597708103769
24,24,-0.0667512401856885,0.15032548357101966,0.021771329991107487,0.03046061020534424,0.14051989893725594,0.2845793228674069
25,25,0.0029765939750362224,0.25523119138334366,0.09446045738526904,0.1042609791152582,0.12849954778028164,0.36778318633300006
26,26,-0.04559137985965013,0.1395619151608995,0.019573856756166345,0.03248104540744584,0.10321877061624388,0.4324168763044156
27,27,0.008826501082788941,0.1281518546562903,0.021798458692932936,0.032373751915218275,0.028850674340617173,0.31441624858122047
28,28,-0.08695223907621785,0.2084002252306155,0.03272333949113482,0.039100912814127115,0.16921666839883745,0.39421653480994934
29,29,-0.08093436589972067,0.1756888161646582,0.03649023679214971,0.04090742409083004,0.07469252208436795,0.422311383906272
30,30,0.009073029678909859,0.1584397417943546,0.0934109198729324,0.10088112358065883,0.22114465555035284,0.4127818883077391
31,31,-0.07941187537870306,0.19739899380765444,0.038565324190283266,0.04614761924949673,0.18247340881515364,0.39914987531509294
32,32,-0.10046417453263347,0.10130807438843192,0.013075548443342671,0.018458407768570186,0.13493616565068592,0.33231975919723694
33,33,0.010383975918798981,0.21438818067836504,0.03022619539715902,0.03908033983808547,0.11128765314743985,0.8802195714861091
34,34,-0.046011861469266016,0.16674838185602264,0.025978262160826805,0.03934452693089341,0.1919362147481561,0.36703914422281764
35,35,-0.008168207738070341,0.15933583339849106,0.043877712847741536,0.048442242766279967,0.09466020250269838,0.3574099175931608
36,36,-0.05610042424329124,0.1190526528225751,0.02087731292498968,0.02845715295800217,0.10534878142782503,0.4269148624571093
37,37,-0.07783095437297818,0.23199318116128229,0.06748278077974813,0.07279278664879421,0.0747859147961001,0.4073594112977207
38,38,-0.06476720450084245,0.22361941826874362,0.07032952758894088,0.0755244077403904,0.024461774774130036,0.33235261811163325
39,39,-0.009648722379862777,0.13365168692367227,0.016403237871503603,0.02812205606556044,0.210860013629164,0.3356235473690768
40,40,-0.06935465146920446,0.1733813775890384,0.06447359821941598,0.0700320523953879,0.12293006266642395,0.3577302558332877
41,41,0.008411004111351414,0.13829100615029297,0.03487582470084119,0.042430603885243716,0.17818630600514754,0.2917091020884886
42,42,-0.006637900135889626,0.1508729332938867,0.017347977763574655,0.02867718932702994,0.2064287856760572,0.45773503694447426
43,43,0.011713212710815761,0.16603351009185707,0.0174317056464942,0.026694890539046088,0.033047595047445706,0.30345445473414207
44,44,-0.1034405618930421,0.14494996427965662,0.014721625708558277,0.0219803796268842,0.09563085039525113,0.34574216604664004
45,45,0.029790907002238298,0.17977064535098117,0.0241785192411321,0.038112362971037816,0.610626981826657,0.9127054456699402
46,46,0.01367336815396887,0.19732276068664062,0.043738497350910926,0.050825624547267655,0.123686960559272,0.9008334435111244
47,47,-0.14668892550236304,0.2594614992343475,0.0768056112338607,0.08589381739574606,0.10092717288100064,0.3533983789822453
48,48,-0.06862768031669843,0.237060804729818,0.04331865683844735,0.04989315338197359,0.08926195832650431,0.4503970642748746
49,49,-0.07969528912462083,0.16707144220495473,0.01567516750515826,0.026993832519968872,0.12639668824206376,0.30737587813661255
50,50,-0.08382387115725147,0.177706909430711,0.05398487257605476,0.06041100488839673,0.07890735418752616,0.4121183682062971
51,51,0.03311077098651141,0.1316500856506364,0.05090615876076006,0.05660698101543796,0.03685948274509599,0.3413211690608125
52,52,-0.08113575968160247,0.13106285904154533,0.04509825717882726,0.04947086764004723,0.12650877142026787,0.33135970912271034
53,53,-0.107572837520573,0.19632213267771836,0.04076302780702552,0.04664427303725748,0.057644174944786256,0.360074838230704
54,54,0.024899934654442107,0.12737766758425045,0.04005202267057422,0.045704479739921054,0.16407558739163255,0.46808333009984004
55,55,-0.08558758163638071,0.1662975194647187,0.017762255425237038,0.030388050564868454,0.16796934236913721,0.35518828336284375
56,56,-0.09487500563221003,0.16094228355021334,0.02232369381662958,0.03528457373500391,0.16071396951273811,0.3805915778136273
57,57,-0.05373957528023904,0.1441862282788552,0.022478982075009316,0.03438945538429138,0.15286087552628272,0.3041201814092693
58,58,0.02406665997010392,0.2635023611433107,0.07805169298588285,0.08789241830661923,0.12030031266287136,0.8312611928978848
59,59,-0.07543830812361613,0.1353637063400958,0.026968227541589278,0.03572881407009968,0.11802046156194071,0.4089847822151418
60,60,-0.06059220772051373,0.13471499165323397,0.0638391517058614,0.0677977069746882,0.1389695619544167,0.35822198763572305
61,61,-0.04770128649875317,0.1751971135450444,0.04338030522533566,0.04784200087738339,0.18809408018867496,0.36356810406714296
62,62,0.030869004791827703,0.22181905216214715,0.03836292177982816,0.052258855849189524,0.1509665844258047,0.8609004554029791
63,63,0.0006664839792858252,0.14975073772252828,0.08225339955860707,0.08783234014504947,0.06056552291027896,0.4542330458921616
64,64,-0.04718756552518762,0.12707329236569562,0.03183541617310507,0.037887305266956696,0.2100502296679932,0.38592861820091406
65,65,-0.09110559444907078,0.27105711244425523,0.04759369110934602,0.06624572361932421,0.14284900715983664,0.4210195161861754
66,66,-0.06452513468794559,0.12304853145620542,0.03720291542166017,0.04120067867921225,0.10330317511469414,0.32913531406218083
67,67,-0.04045012534904277,0.13376227427363888,0.02917400404960993,0.03547917205832664,0.15361065838918134,0.3439820017360122
68,68,0.030381932503559618,0.18626275861053745,0.07453161214473966,0.08151472773773327,0.07246206305557813,0.9798596434118925
69,69,-0.03930371676762248,0.135352333688351,0.055541856248093234,0.05919386956514999,0.10130413701083499,0.4388334503848541
70,70,-0.004798905633475501,0.14076982772953495,0.0466481544409125,0.051414135451004775,0.16470409051298876,0.28861826332104284
71,71,-0.020130951165573438,0.11054302492143456,0.04969252350562817,0.05477030341575037,0.08129387223180186,0.42490030461331674
72,72,-0.08276304640478355,0.13642731832410876,0.02548612160842791,0.038409753747546654,0.12436476378554542,0.36029256329120646
73,73,-0.04717547966124864,0.15735496962755158,0.018150838144147325,0.02953943919027101,0.03959372424993791,0.4117953995215391
74,74,-0.027445076223719254,0.12099394127240484,0.03348129223262846,0.038353486005544876,0.14016002894004811,0.4021011624430255
75,75,-0.015096096379421041,0.22769058507285214,0.03917877040721227,0.04730135854739646,0.0848983648885724,0.28440936377240816
76,76,-0.045934295035958174,0.14448403801531978,0.027711481743563405,0.03901231822660781,0.0913232459549559,0.3020542105722473
77,77,0.012034738527055867,0.15915786371883658,0.08316764334202796,0.09098987497776129,0.1416958980550063,0.8233122794532912
78,78,-0.0028724732986713563,0.14940985215911054,0.028087835395329337,0.0341866390485963,0.21564687563580515,0.44864118550753107
79,79,-0.01880878240476881,0.12744833959385465,0.026236901509066057,0.03235653542759809,0.18540031954901495,0.34163307737312615
80,80,-0.08663349997467881,0.19250983622218262,0.04507835413779851,0.053089253835945774,0.12187860472724357,0.41419272308734134
81,81,0.010599839804478556,0.16348920559497918,0.08301441017201396,0.0894987219111356,0.09324384299297118,0.31847251564753826
