,l,optDTR_value,norm_sup,norm_1,norm_2,beta0,beta1
0,0,-0.3184664668726037,0.10348636285461812,0.030148706751008017,0.031929151754752874,0.2181650245560734,0.8389109114492809
1,1,-0.29735152545635163,0.12812070990871477,0.015122671458588255,0.019577744350492844,0.2623460646557288,0.7933429663002348
2,2,-0.27606412611779385,0.08832392282202556,0.023395906010431008,0.025912692861546276,0.2992997571433302,0.7415430354858565
3,3,-0.24804767186780907,0.13595451897763786,0.026907395465062846,0.03278221422928755,0.3588491253105028,0.7924197606575494
4,4,-0.3115850470626001,0.10792861803945247,0.01134453189724261,0.017974775435712905,0.20419312861747269,0.7497949369192
5,5,-0.31687189813243005,0.1145195645365009,0.013873429594233024,0.016715088956449,0.2678265928259638,0.735083280742167
6,6,-0.3351788913324072,0.16058611449233143,0.036241150307625515,0.04266003526424952,0.2689751406285787,0.7791640174387429
7,7,-0.30509748038930107,0.0946818617262921,0.02472121841074392,0.02820696406253039,0.329713906778306,0.730570722056103
8,8,-0.319242288817134,0.09238124363604794,0.03871376472231334,0.04123184000360121,0.23192257740390693,0.845772002934596
9,9,-0.26928220309928763,0.14585464994894629,0.0337011664011388,0.03591423008269738,0.19176897633505358,0.725476282170149
10,10,-0.24572790888815813,0.14188537523929337,0.04512567585597943,0.048474715802645174,0.30628684123315236,0.66590203389778
11,11,-0.23708578803261715,0.13758574186344066,0.015110918142903053,0.020758590641909148,0.1546477151425222,0.6393711743108201
12,12,-0.320802817155979,0.1865200897095228,0.0319652382647157,0.03565030953362458,0.2604316836093327,0.6744731096775072
13,13,-0.26348660358426856,0.1764518164460454,0.07826710159028868,0.08264077935794997,0.2551241790282764,0.7877953357188671
14,14,-0.31974096539420943,0.11055377529387736,0.03360645356520209,0.037500627071560835,0.30048518394825513,0.7762601181443203
15,15,-0.30203706571352557,0.12170967102820228,0.011859572244256279,0.018038778212419383,0.23950575961601955,0.7295179373236698
16,16,-0.31662407151711586,0.10750641825291879,0.04669202142350132,0.049547838162822266,0.1858989390997117,0.8482156776430203
17,17,-0.2896066746052115,0.08819753237075229,0.03752904614234255,0.04017400197798215,0.25394455451512415,0.7528200152936587
18,18,-0.32517396291898804,0.18946505581445813,0.02329929279642799,0.0316321767542341,0.28647886341298795,0.8064949119745937
19,19,-0.2866239375283682,0.08506360827467825,0.03157195034360559,0.03355757356503652,0.23157501196519398,0.7557301013987323
20,20,-0.3416871054386179,0.1716273992342179,0.038382603716598226,0.04276592995222865,0.25816819653169615,0.8157729036148332
21,21,-0.3170115738949814,0.1816875956784043,0.023897710280619874,0.031657703028905776,0.2654429095245093,0.6861661905840976
22,22,-0.27914843420552676,0.16711631470115343,0.035117380985848524,0.04173280778406268,0.29075871363909894,0.8300327818022104
23,23,-0.3200214176271231,0.12535935650623695,0.030877859302324076,0.034221271330599705,0.19845408606747234,0.7166169761290421
24,24,-0.29365255940637036,0.1112971278247224,0.03777006542337394,0.04010568703426486,0.21695784095353438,0.8658255419678935
25,25,-0.29348826484762774,0.09379787208631955,0.018041998425248715,0.020843556595597893,0.2639816374912142,0.7648840404739399
26,26,-0.2944112028690769,0.09627672782523741,0.04078581957064709,0.04227856063833356,0.38456722869644056,0.780795308566788
27,27,-0.24616204864908367,0.09276562614329682,0.038381463485275505,0.042015699447891186,0.23356526942767736,0.5508035698700382
28,28,-0.2842459476346377,0.12723592171911907,0.028791944567703724,0.03299559613566869,0.28639464062092107,0.7899261205450082
29,29,-0.3133499987611925,0.18290734555863972,0.017837423836084887,0.0250639215189808,0.27697584397522673,0.7669894542723481
30,30,-0.29113326318388194,0.07526663293881397,0.03443732866339706,0.0366061666680219,0.22836943150487793,0.7470143788728068
31,31,-0.295855341082518,0.12755267255369143,0.04502568812944705,0.051471526081437576,0.3073692991749836,0.8258648847734461
32,32,-0.285014335343894,0.10386380942616028,0.010313244812350377,0.014192688715908982,0.34721610055534363,0.8013441175965572
33,33,-0.35296526574525006,0.2192193528435035,0.04223356351439453,0.050515440219026306,0.2716495149095118,0.6997743726687975
34,34,-0.3050128884841278,0.06777695640318732,0.009128520284480095,0.013201930754790108,0.1897254401618153,0.7109155164848688
35,35,-0.30986369757624754,0.11399172211686426,0.037825674007939514,0.0403245350249526,0.1502474750241947,0.779097408922654
36,36,-0.31926672289614066,0.10563016523252677,0.03603878132015157,0.03982920843980071,0.3009264282931999,0.8132463469462643
37,37,-0.3074561046505351,0.13499091135378938,0.01864688903486476,0.02561281362311298,0.33502070788089106,0.7660915591180132
38,38,-0.3271250308523043,0.11828790498933223,0.032114699728279,0.03601349454890303,0.25962431878440867,0.7438245940458507
39,39,-0.27383155173822177,0.08100567622680552,0.02037369140457876,0.0223678373227588,0.17263077828959586,0.7526215124394879
40,40,-0.30705790188573606,0.10921539058961027,0.015169297138548919,0.02061611213671716,0.28050753358513575,0.7743558514055008
41,41,-0.3310920279205304,0.1252504145339975,0.055153944023728835,0.05777995458392063,0.29170003665585026,0.7978971236395674
42,42,-0.2691156482076678,0.07693711204941431,0.030233653412274318,0.032853981133139656,0.2090448168877223,0.8287405820053534
43,43,-0.31834159592499184,0.07827116694261736,0.016183876297196434,0.019061715442999394,0.25171049957264174,0.7564639679394347
44,44,-0.2755640195045128,0.16754911435262454,0.044248520405069096,0.04938065593676951,0.29403710280306034,0.7060946911403784
45,45,-0.26093054385592845,0.12317719423158317,0.01665555203499559,0.020822183319262517,0.15877054802715942,0.8801823347107218
46,46,-0.3174693177216756,0.18094202133508952,0.015144622881969421,0.028471742820085435,0.2922926048830525,0.7387739664668286
47,47,-0.29237533919773756,0.15638479816564088,0.01626245445402234,0.02412619992941436,0.302869953712873,0.7282541396887997
48,48,-0.2828304258607286,0.06663049415012245,0.029536420042310225,0.03182203281415178,0.2724678055702196,0.8089313059371989
49,49,-0.3162741853567558,0.08229047326492277,0.021157812178200276,0.02351450989803058,0.21972261696364942,0.7461972999710459
50,50,-0.31646650366502704,0.1891805481473484,0.020583573912601835,0.027107867260276003,0.20400339525011973,0.7330175582094764
51,51,-0.33127119184691733,0.15150408761538314,0.024109195227072843,0.03192767142803504,0.14711124231127573,0.7027242684836124
52,52,-0.29028114665711185,0.1239274697232846,0.0186418143011256,0.02449253090086107,0.24218489927840242,0.7209580306120579
53,53,-0.2973191003846056,0.09806624523997105,0.023487942673517476,0.02631425177160902,0.24945261810378344,0.6334635341090551
54,54,-0.3093567121129568,0.08694598880163006,0.024925628564257556,0.027476879012601037,0.29829580141008255,0.698811485918337
55,55,-0.28855843829963984,0.13624984095990256,0.027975478638007485,0.03363752590484507,0.29591147631048204,0.8251352132577052
56,56,-0.349471866019845,0.09392865052364881,0.02179172508642274,0.025985727587190217,0.21373505880909388,0.7782847421858283
57,57,-0.33069754040944604,0.09955411464941685,0.03235546507226203,0.034571344793558924,0.27878630020556355,0.7428146052842952
