,l,optDTR_value,norm_sup,norm_1,norm_2,beta0,beta1
0,0,-0.3314982418259244,0.11329512229626285,0.020837515520324094,0.02447429085743472,0.2181650245560734,0.8389109114492809
1,1,-0.28785879361352357,0.13438841541200666,0.015298791566802151,0.019107146491197477,0.2623460646557288,0.7933429663002348
2,2,-0.30749588905889874,0.10544660677856835,0.030872342633107307,0.034065961327992056,0.2992997571433302,0.7415430354858565
3,3,-0.26163624820049863,0.13466983735127583,0.02774086478086942,0.03323161007341324,0.3588491253105028,0.7924197606575494
4,4,-0.3176731310566835,0.11651164508802937,0.011941656619055805,0.018123095287587904,0.20419312861747269,0.7497949369192
5,5,-0.30558114434906264,0.09646812928979974,0.023685640529001923,0.025648975713267297,0.2678265928259638,0.735083280742167
6,6,-0.3164491257875087,0.13020671778924003,0.015079662761714829,0.024510493223329977,0.2689751406285787,0.7791640174387429
7,7,-0.26823006224330076,0.1419632079070919,0.031282959636958145,0.035556493428196785,0.329713906778306,0.730570722056103
8,8,-0.291547379143251,0.09132476784634871,0.00974715670296361,0.014540690545674402,0.3820075296927059,0.7696985575363683
9,9,-0.3154262261143453,0.1486587121875819,0.009703593231056747,0.01588086896254241,0.19176897633505358,0.725476282170149
10,10,-0.25886391150844573,0.1204334280390256,0.024950315097689323,0.029257547907800403,0.30628684123315236,0.66590203389778
11,11,-0.22737463614379716,0.13494500327310552,0.01720882161420918,0.022378112693748377,0.41314511242147045,0.7348940000686054
12,12,-0.29631831703005695,0.15928643571045095,0.03260773991406815,0.03599226460716812,0.33009805417625565,0.7051281456133324
13,13,-0.26477426340263105,0.11517829487329131,0.05281253497171737,0.05501579510239313,0.2551241790282764,0.7877953357188671
14,14,-0.2898822338843277,0.06922048255448454,0.012486638959925982,0.01704866397852338,0.30048518394825513,0.7762601181443203
15,15,-0.34850312781386944,0.12721454478346506,0.062102991123477023,0.06432512189394703,0.23412099155717175,0.7608616183422042
16,16,-0.26269866083860377,0.10910278182252381,0.02733951649534289,0.03065252362112431,0.1858989390997117,0.8482156776430203
17,17,-0.285533908801014,0.09773280411935123,0.023687873478247332,0.02638222296274933,0.25394455451512415,0.7528200152936587
18,18,-0.3179238593889922,0.18602427095309335,0.014085999591474082,0.023914509403008002,0.3199402323188775,0.7607787182070092
19,19,-0.29351889479954374,0.07328447289228313,0.02524468566540675,0.02675679891932805,0.23157501196519398,0.7557301013987323
20,20,-0.303515624907546,0.1348120335537437,0.031052165875843536,0.03586030462124955,0.25816819653169615,0.8157729036148332
21,21,-0.32778227692573825,0.18469172317998997,0.048856896293944185,0.052801363370526086,0.2654429095245093,0.6861661905840976
22,22,-0.2942844397698445,0.18162423751897136,0.01693208241424038,0.028236838136298462,0.19091686558068705,0.7013108936353518
23,23,-0.3127433415273379,0.11049262737320062,0.013688987359694406,0.018574450044624703,0.19845408606747234,0.7166169761290421
24,24,-0.3068893751093949,0.09965338471686151,0.01556013584900318,0.01790304425602481,0.21695784095353438,0.8658255419678935
25,25,-0.28386040588696426,0.1015267732691095,0.0238225858495339,0.026944642954114605,0.1771481254511961,0.7506494983906243
26,26,-0.28750789094540047,0.09841633140887339,0.03950441554536661,0.04306171263893979,0.38456722869644056,0.780795308566788
27,27,-0.2339668017943864,0.061986201335190824,0.019286686961518452,0.0220594705646521,0.23356526942767736,0.5508035698700382
28,28,-0.29399334577329345,0.10524057409857523,0.025522504005241635,0.030537104723884875,0.28639464062092107,0.7899261205450082
29,29,-0.3339969519665053,0.20618129132151852,0.020265609305327496,0.02855638730783731,0.27697584397522673,0.7669894542723481
30,30,-0.27844190783251993,0.06923178668385319,0.012392972607335774,0.01769019121586781,0.22836943150487793,0.7470143788728068
31,31,-0.2777307279630613,0.0983123438854632,0.023776466722620532,0.026568714769719837,0.3073692991749836,0.8258648847734461
32,32,-0.331389462979286,0.09005220883040534,0.036388867857839215,0.0383565405276057,0.34721610055534363,0.8013441175965572
33,33,-0.360386774491115,0.23143256814806681,0.07523344736493437,0.0802341302050973,0.2716495149095118,0.6997743726687975
34,34,-0.32227064253835785,0.07265563949082704,0.011893672717306727,0.01697124266563652,0.1897254401618153,0.7109155164848688
